               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,          
 DSO 1      134,0.667     ,4.37      ,-1.19     ,0.0218    ,          ,          ,          ,          ,  -6857274
 DSO 2      128,          ,          ,          ,          ,0.052     ,0.171     ,0.250     ,0.0198    ,  -6855798
 DSO 1      135,0.794     ,-3.57     ,0.20      ,0.0437    ,          ,          ,          ,          ,  -6847274
 DSO 2      129,          ,          ,          ,          ,0.310     ,0.012     ,0.429     ,0.0194    ,  -6845798
 DSO 1      136,0.460     ,-3.17     ,3.77      ,0.0248    ,          ,          ,          ,          ,  -6837274
 DSO 2      130,          ,          ,          ,          ,0.111     ,0.171     ,0.448     ,0.0151    ,  -6835798
 DSO 1      137,0.508     ,4.17      ,1.98      ,0.0367    ,          ,          ,          ,          ,  -6827274
 DSO 2      131,          ,          ,          ,          ,0.786     ,0.528     ,0.607     ,0.0262    ,  -6825798
 DSO 1      138,0.524     ,-1.39     ,3.57      ,0.0397    ,          ,          ,          ,          ,  -6817274
 DSO 2      132,          ,          ,          ,          ,0.667     ,0.369     ,0.706     ,0.0167    ,  -6815798
 DSO 1      139,0.524     ,-2.58     ,0.99      ,0.0308    ,          ,          ,          ,          ,  -6807274
 DSO 2      133,          ,          ,          ,          ,0.468     ,0.567     ,0.548     ,0.0159    ,  -6805798
 DSO 1      140,0.683     ,-2.58     ,-2.38     ,0.0218    ,          ,          ,          ,          ,  -6797274
 DSO 2      134,          ,          ,          ,          ,0.667     ,0.726     ,0.627     ,0.0218    ,  -6795798
 DSO 1      141,0.492     ,0.00      ,-0.60     ,0.0288    ,          ,          ,          ,          ,  -6787274
 DSO 2      135,          ,          ,          ,          ,0.448     ,0.052     ,0.290     ,0.0151    ,  -6785798
 DSO 1      142,0.683     ,0.99      ,1.59      ,0.0129    ,          ,          ,          ,          ,  -6777274
 DSO 2      136,          ,          ,          ,          ,0.369     ,-0.127    ,0.310     ,0.0163    ,  -6775798
 DSO 1      143,0.571     ,2.18      ,-3.17     ,0.0268    ,          ,          ,          ,          ,  -6767274
 DSO 2      137,          ,          ,          ,          ,0.488     ,0.171     ,0.607     ,0.0163    ,  -6765798
 DSO 1      144,0.651     ,-3.57     ,5.16      ,0.0208    ,          ,          ,          ,          ,  -6757274
 DSO 2      138,          ,          ,          ,          ,0.448     ,0.270     ,0.488     ,0.0250    ,  -6755798
 DSO 1      145,0.508     ,-1.39     ,-0.60     ,0.0159    ,          ,          ,          ,          ,  -6747274
 DSO 2      139,          ,          ,          ,          ,0.607     ,0.290     ,0.786     ,0.0171    ,  -6745798
 DSO 1      146,0.619     ,-2.78     ,3.17      ,0.0109    ,          ,          ,          ,          ,  -6737274
 DSO 2      140,          ,          ,          ,          ,0.548     ,0.885     ,0.607     ,0.0194    ,  -6735798
 DSO 1      147,0.667     ,-2.58     ,0.99      ,0.0069    ,          ,          ,          ,          ,  -6727274
 DSO 2      141,          ,          ,          ,          ,0.488     ,0.349     ,0.548     ,0.0183    ,  -6725798
 DSO 1      148,0.651     ,-0.60     ,0.40      ,0.0268    ,          ,          ,          ,          ,  -6717274
 DSO 2      142,          ,          ,          ,          ,0.687     ,0.468     ,0.746     ,0.0286    ,  -6715798
 DSO 1      149,0.714     ,-3.17     ,1.19      ,0.0149    ,          ,          ,          ,          ,  -6707274
 DSO 2      143,          ,          ,          ,          ,0.627     ,0.448     ,0.746     ,0.0250    ,  -6705798
 DSO 1      150,0.778     ,-1.19     ,0.99      ,0.0268    ,          ,          ,          ,          ,  -6697274
 DSO 2      144,          ,          ,          ,          ,0.329     ,-0.008    ,0.448     ,0.0163    ,  -6695798
 DSO 1      151,1.000     ,0.40      ,-1.79     ,0.0238    ,          ,          ,          ,          ,  -6687274
 DSO 2      145,          ,          ,          ,          ,0.151     ,0.052     ,0.369     ,0.0139    ,  -6685798
 DSO 1      152,0.397     ,-5.16     ,3.97      ,0.0258    ,          ,          ,          ,          ,  -6677274
 DSO 2      146,          ,          ,          ,          ,0.389     ,0.290     ,0.528     ,0.0202    ,  -6675798
 DSO 1      153,0.460     ,0.79      ,1.59      ,0.0228    ,          ,          ,          ,          ,  -6667274
 DSO 2      147,          ,          ,          ,          ,0.468     ,0.131     ,0.429     ,0.0111    ,  -6665798
 DSO 1      154,0.444     ,2.18      ,4.76      ,0.0218    ,          ,          ,          ,          ,  -6657274
 DSO 2      148,          ,          ,          ,          ,0.627     ,0.548     ,0.865     ,0.0159    ,  -6655798
 DSO 1      155,0.683     ,-4.56     ,3.37      ,0.0119    ,          ,          ,          ,          ,  -6647274
 DSO 2      149,          ,          ,          ,          ,0.687     ,0.468     ,0.528     ,0.0155    ,  -6645798
 DSO 1      156,0.556     ,-2.18     ,-0.79     ,0.0268    ,          ,          ,          ,          ,  -6637274
 DSO 2      150,          ,          ,          ,          ,0.528     ,0.587     ,0.647     ,0.0230    ,  -6635798
 DSO 1      157,0.683     ,2.78      ,-2.98     ,0.0298    ,          ,          ,          ,          ,  -6627274
 DSO 2      151,          ,          ,          ,          ,0.567     ,0.409     ,0.806     ,0.0179    ,  -6625798
 DSO 1      158,0.667     ,-1.39     ,-0.60     ,0.0427    ,          ,          ,          ,          ,  -6617274
 DSO 2      152,          ,          ,          ,          ,0.389     ,0.210     ,0.607     ,0.0183    ,  -6615798
 DSO 1      159,0.603     ,-0.20     ,1.19      ,0.0298    ,          ,          ,          ,          ,  -6607274
 DSO 2      153,          ,          ,          ,          ,0.250     ,0.250     ,0.409     ,0.0155    ,  -6605798
 DSO 1      160,0.556     ,-2.78     ,1.79      ,0.0228    ,          ,          ,          ,          ,  -6597274
 DSO 2      154,          ,          ,          ,          ,0.488     ,0.230     ,0.151     ,0.0183    ,  -6595798
 DSO 1      161,0.714     ,-3.37     ,1.79      ,0.0119    ,          ,          ,          ,          ,  -6587274
 DSO 2      155,          ,          ,          ,          ,0.429     ,0.111     ,0.508     ,0.0135    ,  -6585798
 DSO 1      162,0.444     ,-3.17     ,3.37      ,0.0248    ,          ,          ,          ,          ,  -6577274
 DSO 2      156,          ,          ,          ,          ,0.905     ,0.766     ,0.806     ,0.0214    ,  -6575798
 DSO 1      163,0.619     ,-0.20     ,1.79      ,0.0218    ,          ,          ,          ,          ,  -6567274
 DSO 2      157,          ,          ,          ,          ,0.786     ,0.984     ,0.627     ,0.0179    ,  -6565798
 DSO 1      164,0.889     ,0.99      ,-0.99     ,0.0109    ,          ,          ,          ,          ,  -6557274
 DSO 2      158,          ,          ,          ,          ,0.647     ,0.766     ,0.726     ,0.0250    ,  -6555798
 DSO 1      165,0.746     ,-0.60     ,0.20      ,0.0248    ,          ,          ,          ,          ,  -6547274
 DSO 2      159,          ,          ,          ,          ,0.429     ,0.389     ,0.528     ,0.0258    ,  -6545798
 DSO 1      166,0.651     ,0.79      ,0.20      ,0.0208    ,          ,          ,          ,          ,  -6537274
 DSO 2      160,          ,          ,          ,          ,0.409     ,0.052     ,0.349     ,0.0163    ,  -6535798
 DSO 1      167,0.444     ,0.00      ,-2.18     ,0.0228    ,          ,          ,          ,          ,  -6527274
 DSO 2      161,          ,          ,          ,          ,0.091     ,0.171     ,0.290     ,0.0171    ,  -6525798
 DSO 1      168,0.571     ,-3.17     ,2.18      ,0.0139    ,          ,          ,          ,          ,  -6517274
 DSO 2      162,          ,          ,          ,          ,0.091     ,0.270     ,0.528     ,0.0179    ,  -6515798
 DSO 1      169,0.413     ,-2.78     ,0.20      ,0.0278    ,          ,          ,          ,          ,  -6507274
 DSO 2      163,          ,          ,          ,          ,0.250     ,0.329     ,0.270     ,0.0167    ,  -6505798
 DSO 1      170,0.857     ,-3.37     ,2.18      ,0.0327    ,          ,          ,          ,          ,  -6497274
 DSO 2      164,          ,          ,          ,          ,0.746     ,0.607     ,0.746     ,0.0206    ,  -6495798
 DSO 1      171,0.698     ,0.00      ,3.77      ,0.0208    ,          ,          ,          ,          ,  -6487274
 DSO 2      165,          ,          ,          ,          ,0.607     ,0.310     ,0.647     ,0.0222    ,  -6485798
 DSO 1      172,0.825     ,0.99      ,-1.59     ,0.0278    ,          ,          ,          ,          ,  -6477274
 DSO 2      166,          ,          ,          ,          ,0.647     ,0.647     ,0.806     ,0.0250    ,  -6475798
 DSO 1      173,0.540     ,-1.79     ,1.79      ,0.0188    ,          ,          ,          ,          ,  -6467274
 DSO 2      167,          ,          ,          ,          ,0.468     ,0.766     ,0.845     ,0.0206    ,  -6465798
 DSO 1      174,0.508     ,-0.20     ,-0.60     ,0.0337    ,          ,          ,          ,          ,  -6457274
 DSO 2      168,          ,          ,          ,          ,0.290     ,-0.087    ,0.429     ,0.0159    ,  -6455798
 DSO 1      175,0.778     ,1.79      ,-0.20     ,0.0327    ,          ,          ,          ,          ,  -6447274
 DSO 2      169,          ,          ,          ,          ,0.409     ,0.171     ,0.250     ,0.0159    ,  -6445798
 DSO 1      176,0.127     ,-1.79     ,-3.77     ,0.0308    ,          ,          ,          ,          ,  -6437274
 DSO 2      170,          ,          ,          ,          ,0.091     ,-0.087    ,0.329     ,0.0179    ,  -6435798
 DSO 1      177,0.540     ,-0.99     ,1.59      ,0.0268    ,          ,          ,          ,          ,  -6427274
 DSO 2      171,          ,          ,          ,          ,0.349     ,0.290     ,0.468     ,0.0183    ,  -6425798
 DSO 1      178,0.540     ,-5.16     ,1.19      ,0.0228    ,          ,          ,          ,          ,  -6417274
 DSO 2      172,          ,          ,          ,          ,0.667     ,0.667     ,0.667     ,0.0147    ,  -6415798
 DSO 1      179,0.619     ,1.59      ,1.79      ,0.0218    ,          ,          ,          ,          ,  -6407274
 DSO 2      173,          ,          ,          ,          ,0.746     ,0.667     ,0.786     ,0.0190    ,  -6405798
 DSO 1      180,0.444     ,0.79      ,-0.79     ,0.0357    ,          ,          ,          ,          ,  -6397274
 DSO 2      174,          ,          ,          ,          ,0.667     ,0.429     ,0.607     ,0.0202    ,  -6395798
 DSO 1      181,0.730     ,-0.79     ,0.99      ,0.0268    ,          ,          ,          ,          ,  -6387274
 DSO 2      175,          ,          ,          ,          ,0.607     ,0.349     ,0.210     ,0.0159    ,  -6385798
 DSO 1      182,0.571     ,-1.19     ,-1.79     ,0.0258    ,          ,          ,          ,          ,  -6377274
 DSO 2      176,          ,          ,          ,          ,0.548     ,0.667     ,0.905     ,0.0187    ,  -6375798
 DSO 1      183,0.508     ,0.79      ,-0.99     ,0.0357    ,          ,          ,          ,          ,  -6367274
 DSO 2      177,          ,          ,          ,          ,-0.028    ,0.111     ,0.310     ,0.0159    ,  -6365798
 DSO 1      184,0.635     ,-0.60     ,-1.39     ,0.0357    ,          ,          ,          ,          ,  -6357274
 DSO 2      178,          ,          ,          ,          ,0.230     ,0.310     ,0.151     ,0.0127    ,  -6355798
 DSO 1      185,0.460     ,-3.37     ,4.56      ,0.0367    ,          ,          ,          ,          ,  -6347274
 DSO 2      179,          ,          ,          ,          ,0.528     ,-0.008    ,0.627     ,0.0234    ,  -6345798
 DSO 1      186,0.651     ,-5.56     ,0.40      ,0.0228    ,          ,          ,          ,          ,  -6337274
 DSO 2      180,          ,          ,          ,          ,-0.087    ,0.052     ,0.548     ,0.0179    ,  -6335798
 DSO 1      187,0.603     ,-0.79     ,3.97      ,0.0317    ,          ,          ,          ,          ,  -6327274
 DSO 2      181,          ,          ,          ,          ,0.825     ,0.528     ,0.766     ,0.0202    ,  -6325798
 DSO 1      188,0.476     ,-1.19     ,2.98      ,0.0218    ,          ,          ,          ,          ,  -6317274
 DSO 2      182,          ,          ,          ,          ,0.647     ,0.369     ,0.627     ,0.0286    ,  -6315798
 DSO 1      189,0.492     ,-2.98     ,-1.39     ,0.0367    ,          ,          ,          ,          ,  -6307274
 DSO 2      183,          ,          ,          ,          ,0.726     ,0.488     ,0.647     ,0.0171    ,  -6305798
 DSO 1      190,0.714     ,-0.20     ,-0.60     ,0.0298    ,          ,          ,          ,          ,  -6297274
 DSO 2      184,          ,          ,          ,          ,0.687     ,0.726     ,0.607     ,0.0226    ,  -6295798
 DSO 1      191,0.746     ,-1.59     ,-1.59     ,0.0228    ,          ,          ,          ,          ,  -6287274
 DSO 2      185,          ,          ,          ,          ,0.429     ,0.171     ,0.190     ,0.0190    ,  -6285798
 DSO 1      192,0.698     ,-1.59     ,-2.98     ,0.0308    ,          ,          ,          ,          ,  -6277274
 DSO 2      186,          ,          ,          ,          ,0.190     ,0.151     ,0.448     ,0.0159    ,  -6275798
 DSO 1      193,0.460     ,-1.39     ,1.39      ,0.0278    ,          ,          ,          ,          ,  -6267274
 DSO 2      187,          ,          ,          ,          ,0.310     ,0.528     ,0.488     ,0.0234    ,  -6265798
 DSO 1      194,0.571     ,-5.16     ,1.19      ,0.0268    ,          ,          ,          ,          ,  -6257274
 DSO 2      188,          ,          ,          ,          ,0.290     ,0.091     ,0.548     ,0.0175    ,  -6255798
 DSO 1      195,0.683     ,-0.60     ,3.57      ,0.0347    ,          ,          ,          ,          ,  -6247274
 DSO 2      189,          ,          ,          ,          ,0.567     ,0.746     ,0.825     ,0.0171    ,  -6245798
 DSO 1      196,0.556     ,-1.59     ,1.39      ,0.0218    ,          ,          ,          ,          ,  -6237274
 DSO 2      190,          ,          ,          ,          ,0.746     ,0.548     ,0.548     ,0.0222    ,  -6235798
 DSO 1      197,0.524     ,0.60      ,-0.99     ,0.0179    ,          ,          ,          ,          ,  -6227274
 DSO 2      191,          ,          ,          ,          ,0.508     ,0.230     ,0.726     ,0.0230    ,  -6225798
