               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,          
 DSO 1      778,0.635     ,-0.20     ,-1.39     ,0.0377    ,          ,          ,          ,          ,   -417274
 DSO 2      772,          ,          ,          ,          ,0.111     ,0.250     ,0.389     ,0.0234    ,   -415798
 DSO 1      779,0.476     ,-3.17     ,4.37      ,0.0387    ,          ,          ,          ,          ,   -407274
 DSO 2      773,          ,          ,          ,          ,0.290     ,0.250     ,0.508     ,0.0167    ,   -405798
 DSO 1      780,0.667     ,-4.96     ,0.40      ,0.0238    ,          ,          ,          ,          ,   -397274
 DSO 2      774,          ,          ,          ,          ,0.230     ,-0.087    ,0.627     ,0.0183    ,   -395798
 DSO 1      781,0.619     ,-0.40     ,3.77      ,0.0317    ,          ,          ,          ,          ,   -387274
 DSO 2      775,          ,          ,          ,          ,0.071     ,0.389     ,0.230     ,0.0111    ,   -385798
 DSO 1      782,0.476     ,-0.79     ,2.78      ,0.0228    ,          ,          ,          ,          ,   -377274
 DSO 2      776,          ,          ,          ,          ,0.270     ,0.210     ,0.270     ,0.0083    ,   -375798
 DSO 1      783,0.492     ,-2.58     ,-1.79     ,0.0367    ,          ,          ,          ,          ,   -367274
 DSO 2      777,          ,          ,          ,          ,0.230     ,0.329     ,0.329     ,0.0119    ,   -365798
 DSO 1      784,0.730     ,0.20      ,-1.19     ,0.0327    ,          ,          ,          ,          ,   -357274
 DSO 2      778,          ,          ,          ,          ,0.607     ,0.210     ,0.488     ,0.0075    ,   -355798
 DSO 1      785,0.762     ,-1.39     ,-1.98     ,0.0238    ,          ,          ,          ,          ,   -347274
 DSO 2      779,          ,          ,          ,          ,0.369     ,0.131     ,0.310     ,0.0135    ,   -345798
 DSO 1      786,0.698     ,-1.19     ,-3.17     ,0.0327    ,          ,          ,          ,          ,   -337274
 DSO 2      780,          ,          ,          ,          ,0.429     ,0.230     ,0.627     ,0.0087    ,   -335798
 DSO 1      787,0.429     ,-0.99     ,0.60      ,0.0278    ,          ,          ,          ,          ,   -327274
 DSO 2      781,          ,          ,          ,          ,0.429     ,0.230     ,0.349     ,0.0139    ,   -325798
 DSO 1      788,0.587     ,-4.76     ,0.79      ,0.0288    ,          ,          ,          ,          ,   -317274
 DSO 2      782,          ,          ,          ,          ,0.369     ,0.369     ,0.528     ,0.0131    ,   -315798
 DSO 1      789,0.698     ,-0.20     ,3.57      ,0.0367    ,          ,          ,          ,          ,   -307274
 DSO 2      783,          ,          ,          ,          ,0.310     ,0.190     ,-0.187    ,0.0103    ,   -305798
 DSO 1      790,0.556     ,-1.19     ,1.39      ,0.0218    ,          ,          ,          ,          ,   -297274
 DSO 2      784,          ,          ,          ,          ,0.171     ,0.429     ,-0.147    ,0.0143    ,   -295798
 DSO 1      791,0.540     ,0.79      ,-1.39     ,0.0179    ,          ,          ,          ,          ,   -287274
 DSO 2      785,          ,          ,          ,          ,0.091     ,0.349     ,0.567     ,0.0123    ,   -285798
 DSO 1      792,0.635     ,-2.98     ,-2.78     ,0.0248    ,          ,          ,          ,          ,   -277274
 DSO 2      786,          ,          ,          ,          ,0.468     ,0.032     ,0.389     ,0.0063    ,   -275798
 DSO 1      793,0.714     ,1.19      ,1.19      ,0.0347    ,          ,          ,          ,          ,   -267274
 DSO 2      787,          ,          ,          ,          ,0.190     ,0.071     ,0.369     ,0.0135    ,   -265798
 DSO 1      794,0.746     ,1.59      ,-5.16     ,0.0327    ,          ,          ,          ,          ,   -257274
 DSO 2      788,          ,          ,          ,          ,0.429     ,0.052     ,0.488     ,0.0183    ,   -255798
 DSO 1      795,0.556     ,-0.20     ,0.00      ,0.0268    ,          ,          ,          ,          ,   -247274
 DSO 2      789,          ,          ,          ,          ,0.290     ,0.409     ,0.746     ,0.0135    ,   -245798
 DSO 1      796,0.587     ,-5.16     ,1.19      ,0.0308    ,          ,          ,          ,          ,   -237274
 DSO 2      790,          ,          ,          ,          ,0.230     ,0.131     ,0.647     ,0.0214    ,   -235798
 DSO 1      797,0.508     ,0.00      ,-1.39     ,0.0149    ,          ,          ,          ,          ,   -227274
 DSO 2      791,          ,          ,          ,          ,0.171     ,0.230     ,0.230     ,0.0123    ,   -225798
 DSO 1      798,0.508     ,-1.59     ,0.00      ,0.0228    ,          ,          ,          ,          ,   -217274
 DSO 2      792,          ,          ,          ,          ,0.429     ,0.190     ,0.052     ,0.0115    ,   -215798
 DSO 1      799,0.667     ,-2.98     ,-2.98     ,0.0278    ,          ,          ,          ,          ,   -207274
 DSO 2      793,          ,          ,          ,          ,0.171     ,0.290     ,0.389     ,0.0111    ,   -205798
 DSO 1      800,0.667     ,-0.40     ,-3.37     ,0.0327    ,          ,          ,          ,          ,   -197274
 DSO 2      794,          ,          ,          ,          ,0.230     ,0.448     ,0.310     ,0.0028    ,   -195798
 DSO 1      801,0.556     ,-1.59     ,0.79      ,0.0218    ,          ,          ,          ,          ,   -187274
 DSO 2      795,          ,          ,          ,          ,0.349     ,0.290     ,0.468     ,0.0167    ,   -185798
 DSO 1      802,0.714     ,-0.60     ,-2.38     ,0.0278    ,          ,          ,          ,          ,   -177274
 DSO 2      796,          ,          ,          ,          ,0.210     ,0.230     ,0.171     ,0.0179    ,   -175798
 DSO 1      803,0.571     ,-1.19     ,-0.60     ,0.0278    ,          ,          ,          ,          ,   -167274
 DSO 2      797,          ,          ,          ,          ,0.448     ,0.032     ,0.429     ,0.0198    ,   -165798
 DSO 1      804,0.698     ,-2.98     ,-0.20     ,0.0327    ,          ,          ,          ,          ,   -157274
 DSO 2      798,          ,          ,          ,          ,0.250     ,0.290     ,0.667     ,0.0194    ,   -155798
 DSO 1      805,0.587     ,-4.17     ,3.37      ,0.0179    ,          ,          ,          ,          ,   -147274
 DSO 2      799,          ,          ,          ,          ,0.627     ,0.230     ,0.369     ,0.0127    ,   -145798
 DSO 1      806,0.619     ,0.20      ,1.79      ,0.0218    ,          ,          ,          ,          ,   -137274
 DSO 2      800,          ,          ,          ,          ,0.329     ,0.329     ,0.190     ,0.0111    ,   -135798
 DSO 1      807,0.508     ,1.39      ,3.37      ,0.0248    ,          ,          ,          ,          ,   -127274
 DSO 2      801,          ,          ,          ,          ,0.091     ,0.171     ,0.349     ,0.0115    ,   -125798
 DSO 1      808,0.746     ,-3.37     ,-4.56     ,0.0357    ,          ,          ,          ,          ,   -117274
 DSO 2      802,          ,          ,          ,          ,0.230     ,0.250     ,0.131     ,0.0075    ,   -115798
 DSO 1      809,0.683     ,-2.38     ,-1.39     ,0.0298    ,          ,          ,          ,          ,   -107274
 DSO 2      803,          ,          ,          ,          ,0.429     ,0.210     ,0.131     ,0.0099    ,   -105798
 DSO 1      810,0.540     ,2.58      ,-2.38     ,0.0268    ,          ,          ,          ,          ,    -97274
 DSO 2      804,          ,          ,          ,          ,0.389     ,0.111     ,0.508     ,0.0222    ,    -95798
 DSO 1      811,0.730     ,-0.40     ,-2.58     ,0.0248    ,          ,          ,          ,          ,    -87274
 DSO 2      805,          ,          ,          ,          ,0.429     ,0.369     ,0.250     ,0.0179    ,    -85798
 DSO 1      812,0.651     ,0.60      ,-0.20     ,0.0427    ,          ,          ,          ,          ,    -77274
 DSO 2      806,          ,          ,          ,          ,0.389     ,0.290     ,0.528     ,0.0214    ,    -75798
 DSO 1      813,0.556     ,-4.17     ,0.79      ,0.0179    ,          ,          ,          ,          ,    -67274
 DSO 2      807,          ,          ,          ,          ,0.429     ,0.250     ,0.329     ,0.0171    ,    -65798
 DSO 1      814,0.825     ,0.00      ,0.60      ,0.0308    ,          ,          ,          ,          ,    -57274
 DSO 2      808,          ,          ,          ,          ,0.488     ,0.012     ,0.270     ,0.0119    ,    -55798
 DSO 1      815,0.905     ,-2.38     ,0.20      ,0.0179    ,          ,          ,          ,          ,    -47274
 DSO 2      809,          ,          ,          ,          ,0.290     ,0.012     ,0.310     ,0.0095    ,    -45798
 DSO 1      816,0.603     ,-1.59     ,0.20      ,0.0248    ,          ,          ,          ,          ,    -37274
 DSO 2      810,          ,          ,          ,          ,0.250     ,0.071     ,0.409     ,0.0103    ,    -35798
 DSO 1      817,0.635     ,-3.37     ,0.00      ,0.0179    ,          ,          ,          ,          ,    -27274
 DSO 2      811,          ,          ,          ,          ,0.429     ,0.091     ,0.131     ,0.0115    ,    -25798
 DSO 1      818,1.476     ,1.39      ,-3.57     ,0.0437    ,          ,          ,          ,          ,    -17274
 DSO 2      812,          ,          ,          ,          ,0.369     ,0.190     ,0.349     ,0.0194    ,    -15798
 DSO 1      819,1.619     ,-1.59     ,-0.40     ,0.0218    ,          ,          ,          ,          ,     -7274
 DSO 2      813,          ,          ,          ,          ,0.310     ,0.250     ,0.806     ,0.0171    ,     -5798
 DSO 1      820,2.063     ,-4.37     ,1.19      ,0.0337    ,          ,          ,          ,          ,      2726
 DSO 2      814,          ,          ,          ,          ,0.151     ,0.290     ,0.389     ,0.0214    ,      4202
 DSO 1      821,2.143     ,-1.79     ,1.59      ,0.0099    ,          ,          ,          ,          ,     12726
 DSO 2      815,          ,          ,          ,          ,0.210     ,0.270     ,0.230     ,0.0214    ,     14202
 DSO 1      822,2.143     ,-1.59     ,2.98      ,0.0228    ,          ,          ,          ,          ,     22726
 DSO 2      816,          ,          ,          ,          ,0.548     ,0.488     ,0.091     ,0.0111    ,     24202
 DSO 1      823,2.476     ,-1.59     ,3.17      ,0.0109    ,          ,          ,          ,          ,     32726
 DSO 2      817,          ,          ,          ,          ,0.290     ,0.151     ,0.389     ,0.0087    ,     34202
 DSO 1      824,2.413     ,0.20      ,1.19      ,0.0238    ,          ,          ,          ,          ,     42726
 DSO 2      818,          ,          ,          ,          ,0.448     ,0.131     ,0.607     ,0.0111    ,     44202
 DSO 1      825,2.524     ,-0.99     ,-0.79     ,0.0228    ,          ,          ,          ,          ,     52726
 DSO 2      819,          ,          ,          ,          ,0.468     ,0.448     ,0.171     ,0.0230    ,     54202
 DSO 1      826,2.667     ,-3.37     ,-1.39     ,0.0308    ,          ,          ,          ,          ,     62726
 DSO 2      820,          ,          ,          ,          ,0.548     ,-0.048    ,0.329     ,0.0187    ,     64202
 DSO 1      827,2.508     ,4.37      ,-1.39     ,0.0218    ,          ,          ,          ,          ,     72726
 DSO 2      821,          ,          ,          ,          ,0.111     ,0.071     ,0.607     ,0.0187    ,     74202
 DSO 1      828,2.508     ,-3.57     ,0.20      ,0.0427    ,          ,          ,          ,          ,     82726
 DSO 2      822,          ,          ,          ,          ,0.369     ,0.151     ,0.567     ,0.0135    ,     84202
 DSO 1      829,2.159     ,-2.98     ,3.37      ,0.0268    ,          ,          ,          ,          ,     92726
 DSO 2      823,          ,          ,          ,          ,0.508     ,0.171     ,0.071     ,0.0163    ,     94202
 DSO 1      830,2.206     ,3.97      ,1.79      ,0.0387    ,          ,          ,          ,          ,    102726
 DSO 2      824,          ,          ,          ,          ,0.310     ,0.468     ,-0.008    ,0.0087    ,    104202
 DSO 1      831,2.127     ,-1.59     ,3.77      ,0.0407    ,          ,          ,          ,          ,    112726
 DSO 2      825,          ,          ,          ,          ,-0.107    ,0.349     ,0.290     ,0.0147    ,    114202
 DSO 1      832,2.079     ,-2.38     ,0.60      ,0.0308    ,          ,          ,          ,          ,    122726
 DSO 2      826,          ,          ,          ,          ,0.389     ,0.329     ,0.290     ,0.0107    ,    124202
 DSO 1      833,2.365     ,-2.18     ,-2.58     ,0.0218    ,          ,          ,          ,          ,    132726
 DSO 2      827,          ,          ,          ,          ,0.528     ,0.389     ,0.329     ,0.0190    ,    134202
 DSO 1      834,2.238     ,0.40      ,-0.79     ,0.0288    ,          ,          ,          ,          ,    142726
 DSO 2      828,          ,          ,          ,          ,0.349     ,0.528     ,0.429     ,0.0171    ,    144202
 DSO 1      835,2.413     ,1.59      ,0.99      ,0.0149    ,          ,          ,          ,          ,    152726
 DSO 2      829,          ,          ,          ,          ,0.349     ,0.250     ,0.429     ,0.0099    ,    154202
 DSO 1      836,2.317     ,2.38      ,-3.57     ,0.0248    ,          ,          ,          ,          ,    162726
 DSO 2      830,          ,          ,          ,          ,0.290     ,0.111     ,0.687     ,0.0214    ,    164202
 DSO 1      837,2.254     ,-2.98     ,4.37      ,0.0208    ,          ,          ,          ,          ,    172726
 DSO 2      831,          ,          ,          ,          ,0.369     ,0.111     ,0.508     ,0.0210    ,    174202
 DSO 1      838,2.079     ,-1.39     ,-0.99     ,0.0159    ,          ,          ,          ,          ,    182726
 DSO 2      832,          ,          ,          ,          ,0.071     ,0.429     ,0.131     ,0.0151    ,    184202
 DSO 1      839,2.190     ,-2.58     ,2.98      ,0.0129    ,          ,          ,          ,          ,    192726
 DSO 2      833,          ,          ,          ,          ,0.151     ,0.151     ,0.171     ,0.0135    ,    194202
 DSO 1      840,2.238     ,-2.18     ,0.40      ,0.0089    ,          ,          ,          ,          ,    202726
 DSO 2      834,          ,          ,          ,          ,0.250     ,0.052     ,0.290     ,0.0048    ,    204202
 DSO 1      841,2.222     ,-0.20     ,-0.20     ,0.0298    ,          ,          ,          ,          ,    212726
 DSO 2      835,          ,          ,          ,          ,0.389     ,0.190     ,0.151     ,0.0151    ,    214202
 DSO 1      842,2.333     ,-2.38     ,0.79      ,0.0159    ,          ,          ,          ,          ,    222726
 DSO 2      836,          ,          ,          ,          ,0.310     ,0.230     ,0.528     ,0.0075    ,    224202
 DSO 1      843,2.397     ,-0.60     ,0.60      ,0.0278    ,          ,          ,          ,          ,    232726
 DSO 2      837,          ,          ,          ,          ,0.587     ,0.409     ,0.349     ,0.0143    ,    234202
 DSO 1      844,2.587     ,0.79      ,-2.18     ,0.0258    ,          ,          ,          ,          ,    242726
 DSO 2      838,          ,          ,          ,          ,0.389     ,-0.008    ,0.310     ,0.0175    ,    244202
 DSO 1      845,1.841     ,-4.37     ,3.57      ,0.0268    ,          ,          ,          ,          ,    252726
 DSO 2      839,          ,          ,          ,          ,0.488     ,0.190     ,0.250     ,0.0163    ,    254202
 DSO 1      846,1.921     ,1.19      ,1.19      ,0.0238    ,          ,          ,          ,          ,    262726
 DSO 2      840,          ,          ,          ,          ,0.310     ,0.310     ,0.706     ,0.0147    ,    264202
 DSO 1      847,1.952     ,2.18      ,4.17      ,0.0228    ,          ,          ,          ,          ,    272726
 DSO 2      841,          ,          ,          ,          ,0.250     ,0.131     ,0.349     ,0.0083    ,    274202
 DSO 1      848,2.206     ,-4.37     ,2.98      ,0.0089    ,          ,          ,          ,          ,    282726
 DSO 2      842,          ,          ,          ,          ,0.429     ,0.190     ,0.270     ,0.0127    ,    284202
 DSO 1      849,1.937     ,-1.79     ,-0.99     ,0.0258    ,          ,          ,          ,          ,    292726
 DSO 2      843,          ,          ,          ,          ,0.488     ,0.369     ,0.270     ,0.0159    ,    294202
 DSO 1      850,2.127     ,3.57      ,-3.37     ,0.0387    ,          ,          ,          ,          ,    302726
 DSO 2      844,          ,          ,          ,          ,0.528     ,0.468     ,0.508     ,0.0131    ,    304202
 DSO 1      851,2.302     ,-0.99     ,-0.99     ,0.0506    ,          ,          ,          ,          ,    312726
 DSO 2      845,          ,          ,          ,          ,0.528     ,0.071     ,0.488     ,0.0079    ,    314202
 DSO 1      852,1.635     ,0.20      ,0.99      ,0.0188    ,          ,          ,          ,          ,    322726
 DSO 2      846,          ,          ,          ,          ,0.687     ,0.032     ,0.310     ,0.0329    ,    324202
 DSO 1      853,2.762     ,-2.78     ,1.39      ,0.0198    ,          ,          ,          ,          ,    332726
 DSO 2      847,          ,          ,          ,          ,0.071     ,0.210     ,0.429     ,-0.0008   ,    334202
 DSO 1      854,0.873     ,-4.56     ,1.79      ,0.0159    ,          ,          ,          ,          ,    342726
 DSO 2      848,          ,          ,          ,          ,0.329     ,0.111     ,0.389     ,-0.0008   ,    344202
 DSO 1      855,4.032     ,-2.38     ,3.17      ,0.1369    ,          ,          ,          ,          ,    352726
 DSO 2      849,          ,          ,          ,          ,0.508     ,0.032     ,0.369     ,-0.0008   ,    354202
 DSO 1      856,2.524     ,-0.40     ,1.79      ,-0.0020   ,          ,          ,          ,          ,    362726
 DSO 2      850,          ,          ,          ,          ,0.548     ,0.190     ,0.488     ,-0.0008   ,    364202
 DSO 1      857,-0.032    ,1.39      ,-1.59     ,0.1200    ,          ,          ,          ,          ,    372726
 DSO 2      851,          ,          ,          ,          ,0.270     ,0.310     ,-0.008    ,0.0349    ,    374202
 DSO 1      858,4.032     ,0.20      ,0.20      ,0.0903    ,          ,          ,          ,          ,    382726
 DSO 2      852,          ,          ,          ,          ,0.111     ,-0.067    ,0.290     ,0.0190    ,    384202
 DSO 1      859,-0.032    ,0.99      ,-0.20     ,-0.0020   ,          ,          ,          ,          ,    392726
 DSO 2      853,          ,          ,          ,          ,0.230     ,-0.127    ,0.488     ,-0.0008   ,    394202
 DSO 1      860,4.032     ,0.40      ,-2.98     ,0.2520    ,          ,          ,          ,          ,    402726
 DSO 2      854,          ,          ,          ,          ,-0.127    ,0.329     ,0.329     ,0.0524    ,    404202
 DSO 1      861,4.032     ,-2.98     ,1.59      ,-0.0020   ,          ,          ,          ,          ,    412726
 DSO 2      855,          ,          ,          ,          ,0.607     ,0.369     ,0.270     ,-0.0008   ,    414202
 DSO 1      862,-0.032    ,-1.98     ,0.00      ,0.1161    ,          ,          ,          ,          ,    422726
 DSO 2      856,          ,          ,          ,          ,0.190     ,0.012     ,0.528     ,0.0302    ,    424202
 DSO 1      863,4.032     ,-3.77     ,2.18      ,0.0685    ,          ,          ,          ,          ,    432726
 DSO 2      857,          ,          ,          ,          ,0.250     ,0.369     ,0.389     ,0.0758    ,    434202
 DSO 1      864,-0.032    ,0.20      ,3.57      ,-0.0020   ,          ,          ,          ,          ,    442726
 DSO 2      858,          ,          ,          ,          ,0.111     ,-0.087    ,0.071     ,0.0234    ,    444202
 DSO 1      865,-0.032    ,1.39      ,-1.79     ,0.1865    ,          ,          ,          ,          ,    452726
 DSO 2      859,          ,          ,          ,          ,0.468     ,0.429     ,0.409     ,0.0567    ,    454202
 DSO 1      866,4.032     ,-1.59     ,1.59      ,0.1071    ,          ,          ,          ,          ,    462726
 DSO 2      860,          ,          ,          ,          ,0.190     ,0.032     ,0.468     ,-0.0008   ,    464202
 DSO 1      867,-0.032    ,0.20      ,-0.60     ,0.2222    ,          ,          ,          ,          ,    472726
 DSO 2      861,          ,          ,          ,          ,0.389     ,0.190     ,0.825     ,0.0107    ,    474202
 DSO 1      868,4.032     ,2.38      ,-0.20     ,-0.0010   ,          ,          ,          ,          ,    482726
 DSO 2      862,          ,          ,          ,          ,0.012     ,0.052     ,0.250     ,0.0599    ,    484202
 DSO 1      869,-0.032    ,-1.59     ,-3.77     ,0.1905    ,          ,          ,          ,          ,    492726
 DSO 2      863,          ,          ,          ,          ,0.448     ,0.131     ,0.825     ,0.0369    ,    494202
 DSO 1      870,0.159     ,-0.99     ,1.19      ,0.1171    ,          ,          ,          ,          ,    502726
 DSO 2      864,          ,          ,          ,          ,0.687     ,0.389     ,0.270     ,0.0202    ,    504202
 DSO 1      871,4.032     ,-4.76     ,1.39      ,-0.0020   ,          ,          ,          ,          ,    512726
 DSO 2      865,          ,          ,          ,          ,0.290     ,0.052     ,0.230     ,0.0004    ,    514202
 DSO 1      872,1.730     ,2.18      ,1.39      ,0.1458    ,          ,          ,          ,          ,    522726
 DSO 2      866,          ,          ,          ,          ,0.131     ,0.290     ,0.032     ,-0.0008   ,    524202
 DSO 1      873,0.476     ,1.19      ,-0.99     ,-0.0020   ,          ,          ,          ,          ,    532726
 DSO 2      867,          ,          ,          ,          ,0.290     ,-0.167    ,0.111     ,0.0079    ,    534202
 DSO 1      874,2.714     ,-0.40     ,0.20      ,0.0615    ,          ,          ,          ,          ,    542726
 DSO 2      868,          ,          ,          ,          ,0.349     ,0.091     ,0.528     ,0.0111    ,    544202
 DSO 1      875,1.968     ,-0.79     ,-1.98     ,0.0079    ,          ,          ,          ,          ,    552726
 DSO 2      869,          ,          ,          ,          ,0.409     ,0.409     ,0.528     ,-0.0008   ,    554202
 DSO 1      876,1.286     ,0.99      ,-1.39     ,-0.0020   ,          ,          ,          ,          ,    562726
 DSO 2      870,          ,          ,          ,          ,0.329     ,0.131     ,0.429     ,0.0127    ,    564202
 DSO 1      877,3.571     ,0.00      ,-1.39     ,0.0397    ,          ,          ,          ,          ,    572726
 DSO 2      871,          ,          ,          ,          ,0.111     ,0.210     ,0.389     ,0.0115    ,    574202
 DSO 1      878,0.365     ,-2.98     ,4.17      ,0.0377    ,          ,          ,          ,          ,    582726
 DSO 2      872,          ,          ,          ,          ,0.250     ,0.210     ,0.508     ,-0.0008   ,    584202
 DSO 1      879,1.667     ,-5.16     ,0.20      ,-0.0020   ,          ,          ,          ,          ,    592726
 DSO 2      873,          ,          ,          ,          ,0.230     ,-0.147    ,0.667     ,0.0167    ,    594202
 DSO 1      880,3.000     ,-0.40     ,3.77      ,-0.0020   ,          ,          ,          ,          ,    602726
 DSO 2      874,          ,          ,          ,          ,0.131     ,0.369     ,0.250     ,0.0000    ,    604202
 DSO 1      881,-0.032    ,-0.99     ,2.58      ,-0.0020   ,          ,          ,          ,          ,    612726
 DSO 2      875,          ,          ,          ,          ,0.230     ,0.171     ,0.310     ,0.0075    ,    614202
 DSO 1      882,3.905     ,-2.38     ,-1.98     ,0.0179    ,          ,          ,          ,          ,    622726
 DSO 2      876,          ,          ,          ,          ,0.190     ,0.310     ,0.329     ,0.0028    ,    624202
 DSO 1      883,1.810     ,0.40      ,-1.19     ,-0.0020   ,          ,          ,          ,          ,    632726
 DSO 2      877,          ,          ,          ,          ,0.647     ,0.151     ,0.468     ,-0.0008   ,    634202
 DSO 1      884,1.905     ,-1.59     ,-1.98     ,-0.0020   ,          ,          ,          ,          ,    642726
 DSO 2      878,          ,          ,          ,          ,0.389     ,0.131     ,0.329     ,-0.0008   ,    644202
 DSO 1      885,3.698     ,-1.39     ,-3.37     ,-0.0020   ,          ,          ,          ,          ,    652726
 DSO 2      879,          ,          ,          ,          ,0.429     ,0.190     ,0.607     ,-0.0008   ,    654202
 DSO 1      886,1.286     ,-0.79     ,0.60      ,0.0427    ,          ,          ,          ,          ,    662726
 DSO 2      880,          ,          ,          ,          ,0.448     ,0.250     ,0.389     ,0.0159    ,    664202
 DSO 1      887,3.333     ,-4.56     ,0.99      ,-0.0020   ,          ,          ,          ,          ,    672726
 DSO 2      881,          ,          ,          ,          ,0.349     ,0.349     ,0.508     ,0.0179    ,    674202
 DSO 1      888,3.032     ,0.00      ,3.37      ,0.0327    ,          ,          ,          ,          ,    682726
 DSO 2      882,          ,          ,          ,          ,0.329     ,0.151     ,-0.187    ,0.0159    ,    684202
 DSO 1      889,1.968     ,-1.39     ,0.99      ,0.0179    ,          ,          ,          ,          ,    692726
 DSO 2      883,          ,          ,          ,          ,0.171     ,0.389     ,-0.147    ,0.0163    ,    694202
 DSO 1      890,2.238     ,1.39      ,-1.39     ,0.0337    ,          ,          ,          ,          ,    702726
 DSO 2      884,          ,          ,          ,          ,0.091     ,0.329     ,0.567     ,0.0190    ,    704202
 DSO 1      891,2.254     ,-2.98     ,-2.58     ,0.0397    ,          ,          ,          ,          ,    712726
 DSO 2      885,          ,          ,          ,          ,0.488     ,-0.008    ,0.389     ,0.0071    ,    714202
 DSO 1      892,1.651     ,1.39      ,1.19      ,0.0565    ,          ,          ,          ,          ,    722726
 DSO 2      886,          ,          ,          ,          ,0.190     ,0.032     ,0.389     ,0.0198    ,    724202
 DSO 1      893,2.222     ,1.79      ,-5.16     ,0.0754    ,          ,          ,          ,          ,    732726
 DSO 2      887,          ,          ,          ,          ,0.409     ,0.012     ,0.448     ,0.0254    ,    734202
 DSO 1      894,1.159     ,0.00      ,0.00      ,0.0863    ,          ,          ,          ,          ,    742726
 DSO 2      888,          ,          ,          ,          ,0.310     ,0.409     ,0.766     ,0.0190    ,    744202
 DSO 1      895,1.524     ,-4.76     ,0.99      ,0.0685    ,          ,          ,          ,          ,    752726
 DSO 2      889,          ,          ,          ,          ,0.250     ,0.091     ,0.667     ,0.0198    ,    754202
 DSO 1      896,1.603     ,0.20      ,-1.39     ,0.0367    ,          ,          ,          ,          ,    762726
 DSO 2      890,          ,          ,          ,          ,0.190     ,0.190     ,0.250     ,0.0123    ,    764202
 DSO 1      897,1.683     ,-1.39     ,-0.20     ,0.0575    ,          ,          ,          ,          ,    772726
 DSO 2      891,          ,          ,          ,          ,0.429     ,0.151     ,0.012     ,0.0099    ,    774202
 DSO 1      898,2.190     ,-2.98     ,-3.37     ,0.0516    ,          ,          ,          ,          ,    782726
 DSO 2      892,          ,          ,          ,          ,0.151     ,0.250     ,0.429     ,0.0107    ,    784202
 DSO 1      899,1.857     ,-0.20     ,-3.37     ,0.0496    ,          ,          ,          ,          ,    792726
 DSO 2      893,          ,          ,          ,          ,0.230     ,0.389     ,0.329     ,0.0024    ,    794202
 DSO 1      900,2.222     ,-1.59     ,0.79      ,0.0119    ,          ,          ,          ,          ,    802726
 DSO 2      894,          ,          ,          ,          ,0.409     ,0.310     ,0.488     ,0.0163    ,    804202
 DSO 1      901,2.206     ,0.00      ,-2.38     ,0.0030    ,          ,          ,          ,          ,    812726
 DSO 2      895,          ,          ,          ,          ,0.270     ,0.171     ,0.171     ,0.0179    ,    814202
 DSO 1      902,2.492     ,-0.99     ,-0.40     ,0.0179    ,          ,          ,          ,          ,    822726
 DSO 2      896,          ,          ,          ,          ,0.468     ,0.012     ,0.468     ,0.0206    ,    824202
 DSO 1      903,2.635     ,-2.58     ,0.00      ,0.0198    ,          ,          ,          ,          ,    832726
 DSO 2      897,          ,          ,          ,          ,0.230     ,0.270     ,0.667     ,0.0167    ,    834202
 DSO 1      904,1.889     ,-4.37     ,3.37      ,0.0119    ,          ,          ,          ,          ,    842726
 DSO 2      898,          ,          ,          ,          ,0.587     ,0.190     ,0.329     ,0.0099    ,    844202
 DSO 1      905,2.524     ,0.20      ,1.79      ,-0.0020   ,          ,          ,          ,          ,    852726
 DSO 2      899,          ,          ,          ,          ,0.369     ,0.250     ,0.190     ,0.0079    ,    854202
 DSO 1      906,1.508     ,1.19      ,3.37      ,0.0000    ,          ,          ,          ,          ,    862726
 DSO 2      900,          ,          ,          ,          ,0.071     ,0.131     ,0.369     ,0.0123    ,    864202
 DSO 1      907,2.333     ,-2.98     ,-4.37     ,0.0278    ,          ,          ,          ,          ,    872726
 DSO 2      901,          ,          ,          ,          ,0.250     ,0.210     ,0.111     ,0.0048    ,    874202
 DSO 1      908,2.016     ,-2.18     ,-1.39     ,0.0288    ,          ,          ,          ,          ,    882726
 DSO 2      902,          ,          ,          ,          ,0.429     ,0.171     ,0.111     ,0.0060    ,    884202
 DSO 1      909,2.000     ,2.58      ,-2.38     ,0.0367    ,          ,          ,          ,          ,    892726
 DSO 2      903,          ,          ,          ,          ,0.409     ,0.071     ,0.528     ,0.0202    ,    894202
 DSO 1      910,1.984     ,-0.60     ,-2.98     ,0.0149    ,          ,          ,          ,          ,    902726
 DSO 2      904,          ,          ,          ,          ,0.409     ,0.349     ,0.250     ,0.0175    ,    904202
 DSO 1      911,1.730     ,0.40      ,-0.60     ,0.0556    ,          ,          ,          ,          ,    912726
 DSO 2      905,          ,          ,          ,          ,0.369     ,0.250     ,0.548     ,0.0230    ,    914202
 DSO 1      912,1.873     ,-3.97     ,0.79      ,0.0179    ,          ,          ,          ,          ,    922726
 DSO 2      906,          ,          ,          ,          ,0.429     ,0.230     ,0.349     ,0.0151    ,    924202
 DSO 1      913,2.429     ,0.00      ,0.40      ,0.0427    ,          ,          ,          ,          ,    932726
 DSO 2      907,          ,          ,          ,          ,0.488     ,-0.048    ,0.250     ,0.0119    ,    934202
