               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,          
Sample         ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,Channel1  ,Channel2  ,Channel3  ,Channel4  , Timestamp
 DSO 1     3008,2.063     ,0.40      ,3.97      ,0.0615    ,          ,          ,          ,          ,  21880310
 DSO 2     3002,          ,          ,          ,          ,0.647     ,0.310     ,0.825     ,0.0175    ,  21882928
 DSO 1     3009,2.397     ,1.19      ,3.17      ,0.0734    ,          ,          ,          ,          ,  21890310
 DSO 2     3003,          ,          ,          ,          ,0.567     ,0.845     ,0.627     ,0.0194    ,  21892928
 DSO 1     3010,2.222     ,-0.79     ,2.78      ,0.0893    ,          ,          ,          ,          ,  21900310
 DSO 2     3004,          ,          ,          ,          ,0.448     ,0.329     ,0.528     ,0.0175    ,  21902928
 DSO 1     3011,1.937     ,1.59      ,3.97      ,0.0813    ,          ,          ,          ,          ,  21910310
 DSO 2     3005,          ,          ,          ,          ,0.687     ,0.468     ,0.746     ,0.0290    ,  21912928
 DSO 1     3012,1.825     ,-2.78     ,5.95      ,0.0754    ,          ,          ,          ,          ,  21920310
 DSO 2     3006,          ,          ,          ,          ,0.627     ,0.389     ,0.766     ,0.0250    ,  21922928
 DSO 1     3013,1.778     ,-2.18     ,1.59      ,0.0694    ,          ,          ,          ,          ,  21930310
 DSO 2     3007,          ,          ,          ,          ,0.329     ,-0.008    ,0.448     ,0.0167    ,  21932928
 DSO 1     3014,2.095     ,-1.39     ,-0.60     ,0.0813    ,          ,          ,          ,          ,  21940310
 DSO 2     3008,          ,          ,          ,          ,0.131     ,0.032     ,0.349     ,0.0139    ,  21942928
 DSO 1     3015,2.016     ,0.00      ,3.97      ,0.0635    ,          ,          ,          ,          ,  21950310
 DSO 2     3009,          ,          ,          ,          ,0.409     ,0.270     ,0.528     ,0.0194    ,  21952928
 DSO 1     3016,2.238     ,3.77      ,5.75      ,0.0734    ,          ,          ,          ,          ,  21960310
 DSO 2     3010,          ,          ,          ,          ,0.508     ,0.071     ,0.448     ,0.0107    ,  21962928
 DSO 1     3017,2.175     ,-0.40     ,2.78      ,0.1032    ,          ,          ,          ,          ,  21970310
 DSO 2     3011,          ,          ,          ,          ,0.627     ,0.528     ,0.885     ,0.0167    ,  21972928
 DSO 1     3018,2.286     ,2.78      ,4.17      ,0.0972    ,          ,          ,          ,          ,  21980310
 DSO 2     3012,          ,          ,          ,          ,0.647     ,0.429     ,0.548     ,0.0155    ,  21982928
 DSO 1     3019,2.175     ,2.78      ,0.79      ,0.0833    ,          ,          ,          ,          ,  21990310
 DSO 2     3013,          ,          ,          ,          ,0.508     ,0.567     ,0.647     ,0.0230    ,  21992928
 DSO 1     3020,1.841     ,0.20      ,4.17      ,0.0694    ,          ,          ,          ,          ,  22000310
 DSO 2     3014,          ,          ,          ,          ,0.567     ,0.389     ,0.825     ,0.0183    ,  22002928
 DSO 1     3021,2.206     ,-0.40     ,0.40      ,0.0655    ,          ,          ,          ,          ,  22010310
 DSO 2     3015,          ,          ,          ,          ,0.389     ,0.190     ,0.607     ,0.0187    ,  22012928
 DSO 1     3022,2.254     ,1.19      ,2.98      ,0.0635    ,          ,          ,          ,          ,  22020310
 DSO 2     3016,          ,          ,          ,          ,0.250     ,0.230     ,0.429     ,0.0179    ,  22022928
 DSO 1     3023,2.206     ,1.79      ,0.20      ,0.0595    ,          ,          ,          ,          ,  22030310
 DSO 2     3017,          ,          ,          ,          ,0.548     ,0.210     ,0.171     ,0.0183    ,  22032928
 DSO 1     3024,2.254     ,-0.79     ,4.37      ,0.0913    ,          ,          ,          ,          ,  22040310
 DSO 2     3018,          ,          ,          ,          ,0.429     ,0.111     ,0.528     ,0.0139    ,  22042928
 DSO 1     3025,2.333     ,0.20      ,1.59      ,0.0833    ,          ,          ,          ,          ,  22050310
 DSO 2     3019,          ,          ,          ,          ,0.885     ,0.766     ,0.806     ,0.0218    ,  22052928
 DSO 1     3026,2.079     ,0.60      ,0.79      ,0.0992    ,          ,          ,          ,          ,  22060310
 DSO 2     3020,          ,          ,          ,          ,0.766     ,0.984     ,0.627     ,0.0179    ,  22062928
 DSO 1     3027,2.238     ,0.99      ,-0.40     ,0.0972    ,          ,          ,          ,          ,  22070310
 DSO 2     3021,          ,          ,          ,          ,0.647     ,0.706     ,0.726     ,0.0246    ,  22072928
 DSO 1     3028,1.794     ,-2.18     ,1.39      ,0.0734    ,          ,          ,          ,          ,  22080310
 DSO 2     3022,          ,          ,          ,          ,0.429     ,0.369     ,0.528     ,0.0258    ,  22082928
 DSO 1     3029,2.079     ,-0.60     ,3.37      ,0.0774    ,          ,          ,          ,          ,  22090310
 DSO 2     3023,          ,          ,          ,          ,0.409     ,0.032     ,0.310     ,0.0159    ,  22092928
 DSO 1     3030,2.127     ,1.39      ,1.59      ,0.0754    ,          ,          ,          ,          ,  22100310
 DSO 2     3024,          ,          ,          ,          ,0.091     ,0.151     ,0.310     ,0.0167    ,  22102928
 DSO 1     3031,2.032     ,0.40      ,2.78      ,0.0635    ,          ,          ,          ,          ,  22110310
 DSO 2     3025,          ,          ,          ,          ,0.091     ,0.250     ,0.508     ,0.0179    ,  22112928
 DSO 1     3032,2.063     ,0.40      ,3.37      ,0.1111    ,          ,          ,          ,          ,  22120310
 DSO 2     3026,          ,          ,          ,          ,0.210     ,0.290     ,0.310     ,0.0163    ,  22122928
 DSO 1     3033,2.270     ,-1.39     ,-0.40     ,0.1171    ,          ,          ,          ,          ,  22130310
 DSO 2     3027,          ,          ,          ,          ,0.726     ,0.587     ,0.766     ,0.0202    ,  22132928
 DSO 1     3034,2.270     ,0.79      ,3.57      ,0.0952    ,          ,          ,          ,          ,  22140310
 DSO 2     3028,          ,          ,          ,          ,0.607     ,0.310     ,0.607     ,0.0226    ,  22142928
 DSO 1     3035,1.921     ,1.98      ,1.19      ,0.0833    ,          ,          ,          ,          ,  22150310
 DSO 2     3029,          ,          ,          ,          ,0.667     ,0.607     ,0.825     ,0.0258    ,  22152928
 DSO 1     3036,2.048     ,1.98      ,1.79      ,0.0595    ,          ,          ,          ,          ,  22160310
 DSO 2     3030,          ,          ,          ,          ,0.488     ,0.766     ,0.845     ,0.0198    ,  22162928
 DSO 1     3037,2.127     ,-1.98     ,1.39      ,0.0853    ,          ,          ,          ,          ,  22170310
 DSO 2     3031,          ,          ,          ,          ,0.310     ,-0.087    ,0.409     ,0.0167    ,  22172928
 DSO 1     3038,1.952     ,-0.60     ,3.17      ,0.0258    ,          ,          ,          ,          ,  22180310
 DSO 2     3032,          ,          ,          ,          ,0.389     ,0.151     ,0.250     ,0.0151    ,  22182928
 DSO 1     3039,2.048     ,-0.99     ,-0.99     ,0.0655    ,          ,          ,          ,          ,  22190310
 DSO 2     3033,          ,          ,          ,          ,0.091     ,-0.107    ,0.329     ,0.0183    ,  22192928
 DSO 1     3040,2.000     ,-1.39     ,3.17      ,0.0873    ,          ,          ,          ,          ,  22200310
 DSO 2     3034,          ,          ,          ,          ,0.389     ,0.250     ,0.468     ,0.0179    ,  22202928
 DSO 1     3041,2.206     ,-1.79     ,1.19      ,0.0913    ,          ,          ,          ,          ,  22210310
 DSO 2     3035,          ,          ,          ,          ,0.667     ,0.667     ,0.627     ,0.0139    ,  22212928
 DSO 1     3042,2.063     ,-1.39     ,2.38      ,0.0714    ,          ,          ,          ,          ,  22220310
 DSO 2     3036,          ,          ,          ,          ,0.726     ,0.667     ,0.766     ,0.0194    ,  22222928
 DSO 1     3043,2.254     ,4.96      ,4.37      ,0.1032    ,          ,          ,          ,          ,  22230310
 DSO 2     3037,          ,          ,          ,          ,0.687     ,0.429     ,0.627     ,0.0202    ,  22232928
 DSO 1     3044,2.254     ,0.79      ,4.96      ,0.1151    ,          ,          ,          ,          ,  22240310
 DSO 2     3038,          ,          ,          ,          ,0.607     ,0.329     ,0.250     ,0.0155    ,  22242928
 DSO 1     3045,1.921     ,-2.98     ,2.38      ,0.0774    ,          ,          ,          ,          ,  22250310
 DSO 2     3039,          ,          ,          ,          ,0.528     ,0.647     ,0.944     ,0.0179    ,  22252928
 DSO 1     3046,1.873     ,-0.40     ,4.76      ,0.0456    ,          ,          ,          ,          ,  22260310
 DSO 2     3040,          ,          ,          ,          ,-0.008    ,0.071     ,0.349     ,0.0163    ,  22262928
 DSO 1     3047,1.984     ,1.79      ,2.58      ,0.0853    ,          ,          ,          ,          ,  22270310
 DSO 2     3041,          ,          ,          ,          ,0.250     ,0.310     ,0.151     ,0.0139    ,  22272928
 DSO 1     3048,2.190     ,-0.20     ,5.16      ,0.0357    ,          ,          ,          ,          ,  22280310
 DSO 2     3042,          ,          ,          ,          ,0.548     ,-0.048    ,0.627     ,0.0242    ,  22282928
 DSO 1     3049,2.333     ,-0.79     ,2.78      ,0.0714    ,          ,          ,          ,          ,  22290310
 DSO 2     3043,          ,          ,          ,          ,-0.067    ,0.032     ,0.548     ,0.0175    ,  22292928
 DSO 1     3050,2.238     ,-0.60     ,0.20      ,0.0595    ,          ,          ,          ,          ,  22300310
 DSO 2     3044,          ,          ,          ,          ,0.806     ,0.508     ,0.706     ,0.0194    ,  22302928
 DSO 1     3051,2.063     ,2.58      ,3.57      ,0.1032    ,          ,          ,          ,          ,  22310310
 DSO 2     3045,          ,          ,          ,          ,0.647     ,0.349     ,0.627     ,0.0294    ,  22312928
 DSO 1     3052,2.286     ,2.18      ,2.38      ,0.0754    ,          ,          ,          ,          ,  22320310
 DSO 2     3046,          ,          ,          ,          ,0.687     ,0.468     ,0.627     ,0.0171    ,  22322928
 DSO 1     3053,2.143     ,-1.59     ,3.97      ,0.0675    ,          ,          ,          ,          ,  22330310
 DSO 2     3047,          ,          ,          ,          ,0.687     ,0.726     ,0.647     ,0.0234    ,  22332928
 DSO 1     3054,2.175     ,-0.40     ,3.37      ,0.0635    ,          ,          ,          ,          ,  22340310
 DSO 2     3048,          ,          ,          ,          ,0.389     ,0.111     ,0.190     ,0.0198    ,  22342928
 DSO 1     3055,2.127     ,0.20      ,3.57      ,0.0873    ,          ,          ,          ,          ,  22350310
 DSO 2     3049,          ,          ,          ,          ,0.190     ,0.111     ,0.409     ,0.0187    ,  22352928
 DSO 1     3056,2.032     ,0.99      ,2.58      ,0.0734    ,          ,          ,          ,          ,  22360310
 DSO 2     3050,          ,          ,          ,          ,0.250     ,0.488     ,0.488     ,0.0218    ,  22362928
 DSO 1     3057,2.270     ,-0.99     ,-0.99     ,0.1171    ,          ,          ,          ,          ,  22370310
 DSO 2     3051,          ,          ,          ,          ,0.329     ,0.052     ,0.587     ,0.0159    ,  22372928
 DSO 1     3058,2.143     ,-3.17     ,1.79      ,0.0595    ,          ,          ,          ,          ,  22380310
 DSO 2     3052,          ,          ,          ,          ,0.567     ,0.706     ,0.845     ,0.0171    ,  22382928
 DSO 1     3059,2.095     ,4.17      ,1.98      ,0.1250    ,          ,          ,          ,          ,  22390310
 DSO 2     3053,          ,          ,          ,          ,0.746     ,0.528     ,0.587     ,0.0206    ,  22392928
 DSO 1     3060,2.222     ,0.99      ,2.78      ,0.0873    ,          ,          ,          ,          ,  22400310
 DSO 2     3054,          ,          ,          ,          ,0.488     ,0.250     ,0.726     ,0.0218    ,  22402928
 DSO 1     3061,2.127     ,-2.58     ,1.59      ,0.0496    ,          ,          ,          ,          ,  22410310
 DSO 2     3055,          ,          ,          ,          ,0.687     ,0.488     ,0.548     ,0.0218    ,  22412928
 DSO 1     3062,2.079     ,-3.57     ,1.19      ,0.0456    ,          ,          ,          ,          ,  22420310
 DSO 2     3056,          ,          ,          ,          ,0.290     ,-0.048    ,0.190     ,0.0155    ,  22422928
 DSO 1     3063,2.016     ,-0.40     ,-1.19     ,0.0655    ,          ,          ,          ,          ,  22430310
 DSO 2     3057,          ,          ,          ,          ,0.329     ,0.230     ,0.171     ,0.0119    ,  22432928
 DSO 1     3064,2.238     ,0.40      ,4.76      ,0.0595    ,          ,          ,          ,          ,  22440310
 DSO 2     3058,          ,          ,          ,          ,0.151     ,0.012     ,0.508     ,0.0167    ,  22442928
 DSO 1     3065,1.905     ,0.20      ,1.39      ,0.1032    ,          ,          ,          ,          ,  22450310
 DSO 2     3059,          ,          ,          ,          ,0.329     ,0.032     ,0.587     ,0.0103    ,  22452928
 DSO 1     3066,2.413     ,1.19      ,-0.20     ,0.0516    ,          ,          ,          ,          ,  22460310
 DSO 2     3060,          ,          ,          ,          ,0.905     ,0.766     ,0.548     ,0.0175    ,  22462928
 DSO 1     3067,2.349     ,1.59      ,4.37      ,0.0734    ,          ,          ,          ,          ,  22470310
 DSO 2     3061,          ,          ,          ,          ,0.964     ,0.647     ,0.865     ,0.0234    ,  22472928
 DSO 1     3068,2.127     ,0.60      ,3.77      ,0.0833    ,          ,          ,          ,          ,  22480310
 DSO 2     3062,          ,          ,          ,          ,0.726     ,0.349     ,0.865     ,0.0171    ,  22482928
 DSO 1     3069,2.175     ,1.19      ,2.38      ,0.0853    ,          ,          ,          ,          ,  22490310
 DSO 2     3063,          ,          ,          ,          ,0.865     ,0.607     ,1.004     ,0.0187    ,  22492928
 DSO 1     3070,2.159     ,-2.38     ,4.37      ,0.0337    ,          ,          ,          ,          ,  22500310
 DSO 2     3064,          ,          ,          ,          ,0.032     ,-0.147    ,0.468     ,0.0163    ,  22502928
 DSO 1     3071,2.000     ,-1.19     ,4.96      ,0.0337    ,          ,          ,          ,          ,  22510310
 DSO 2     3065,          ,          ,          ,          ,0.369     ,0.151     ,0.071     ,0.0135    ,  22512928
 DSO 1     3072,2.222     ,-0.60     ,2.78      ,0.0694    ,          ,          ,          ,          ,  22520310
 DSO 2     3066,          ,          ,          ,          ,0.548     ,0.230     ,0.786     ,0.0131    ,  22522928
 DSO 1     3073,2.222     ,-0.20     ,3.17      ,0.0238    ,          ,          ,          ,          ,  22530310
 DSO 2     3067,          ,          ,          ,          ,0.329     ,0.210     ,0.329     ,0.0159    ,  22532928
 DSO 1     3074,2.222     ,1.59      ,2.18      ,0.0853    ,          ,          ,          ,          ,  22540310
 DSO 2     3068,          ,          ,          ,          ,0.845     ,0.567     ,0.587     ,0.0226    ,  22542928
 DSO 1     3075,2.048     ,1.79      ,4.17      ,0.0952    ,          ,          ,          ,          ,  22550310
 DSO 2     3069,          ,          ,          ,          ,0.806     ,0.349     ,0.706     ,0.0230    ,  22552928
 DSO 1     3076,2.476     ,3.57      ,5.56      ,0.0992    ,          ,          ,          ,          ,  22560310
 DSO 2     3070,          ,          ,          ,          ,0.369     ,0.448     ,0.905     ,0.0190    ,  22562928
 DSO 1     3077,2.206     ,2.38      ,2.98      ,0.0734    ,          ,          ,          ,          ,  22570310
 DSO 2     3071,          ,          ,          ,          ,0.607     ,0.567     ,0.567     ,0.0190    ,  22572928
 DSO 1     3078,2.175     ,-2.98     ,2.78      ,0.0496    ,          ,          ,          ,          ,  22580310
 DSO 2     3072,          ,          ,          ,          ,0.329     ,0.726     ,0.806     ,0.0202    ,  22582928
 DSO 1     3079,2.254     ,0.20      ,1.59      ,0.0397    ,          ,          ,          ,          ,  22590310
 DSO 2     3073,          ,          ,          ,          ,0.310     ,0.290     ,0.409     ,0.0135    ,  22592928
 DSO 1     3080,2.079     ,0.20      ,2.58      ,0.0575    ,          ,          ,          ,          ,  22600310
 DSO 2     3074,          ,          ,          ,          ,0.409     ,0.111     ,0.567     ,0.0206    ,  22602928
 DSO 1     3081,2.238     ,1.79      ,1.19      ,0.0615    ,          ,          ,          ,          ,  22610310
 DSO 2     3075,          ,          ,          ,          ,0.190     ,-0.107    ,0.488     ,0.0210    ,  22612928
 DSO 1     3082,2.048     ,-0.60     ,2.18      ,0.0575    ,          ,          ,          ,          ,  22620310
 DSO 2     3076,          ,          ,          ,          ,0.270     ,0.091     ,0.369     ,0.0147    ,  22622928
 DSO 1     3083,2.429     ,-1.19     ,4.56      ,0.0992    ,          ,          ,          ,          ,  22630310
 DSO 2     3077,          ,          ,          ,          ,0.409     ,0.667     ,0.706     ,0.0175    ,  22632928
 DSO 1     3084,2.222     ,0.99      ,1.79      ,0.0813    ,          ,          ,          ,          ,  22640310
 DSO 2     3078,          ,          ,          ,          ,0.607     ,0.230     ,1.123     ,0.0179    ,  22642928
 DSO 1     3085,2.206     ,2.78      ,3.97      ,0.0972    ,          ,          ,          ,          ,  22650310
 DSO 2     3079,          ,          ,          ,          ,0.369     ,0.687     ,0.865     ,0.0210    ,  22652928
 DSO 1     3086,1.984     ,0.79      ,2.78      ,0.0516    ,          ,          ,          ,          ,  22660310
 DSO 2     3080,          ,          ,          ,          ,0.468     ,0.647     ,0.845     ,0.0234    ,  22662928
 DSO 1     3087,1.984     ,-0.79     ,2.98      ,0.0694    ,          ,          ,          ,          ,  22670310
 DSO 2     3081,          ,          ,          ,          ,0.151     ,-0.107    ,0.270     ,0.0202    ,  22672928
 DSO 1     3088,1.984     ,1.19      ,4.17      ,0.0694    ,          ,          ,          ,          ,  22680310
 DSO 2     3082,          ,          ,          ,          ,0.349     ,0.270     ,0.607     ,0.0131    ,  22682928
 DSO 1     3089,1.968     ,-1.98     ,1.98      ,0.0377    ,          ,          ,          ,          ,  22690310
 DSO 2     3083,          ,          ,          ,          ,0.250     ,0.171     ,0.389     ,0.0171    ,  22692928
 DSO 1     3090,2.143     ,-2.18     ,4.96      ,0.0913    ,          ,          ,          ,          ,  22700310
 DSO 2     3084,          ,          ,          ,          ,0.429     ,-0.028    ,0.329     ,0.0218    ,  22702928
 DSO 1     3091,2.079     ,4.56      ,1.79      ,0.0952    ,          ,          ,          ,          ,  22710310
 DSO 2     3085,          ,          ,          ,          ,0.448     ,0.270     ,0.885     ,0.0179    ,  22712928
 DSO 1     3092,2.365     ,0.60      ,4.17      ,0.1171    ,          ,          ,          ,          ,  22720310
 DSO 2     3086,          ,          ,          ,          ,0.647     ,0.349     ,0.746     ,0.0135    ,  22722928
 DSO 1     3093,2.238     ,1.59      ,1.79      ,0.0615    ,          ,          ,          ,          ,  22730310
 DSO 2     3087,          ,          ,          ,          ,0.607     ,0.528     ,0.706     ,0.0190    ,  22732928
 DSO 1     3094,2.143     ,0.99      ,1.79      ,0.0774    ,          ,          ,          ,          ,  22740310
 DSO 2     3088,          ,          ,          ,          ,0.766     ,0.587     ,0.706     ,0.0246    ,  22742928
 DSO 1     3095,1.921     ,1.19      ,4.76      ,0.0516    ,          ,          ,          ,          ,  22750310
 DSO 2     3089,          ,          ,          ,          ,0.409     ,0.052     ,0.468     ,0.0159    ,  22752928
 DSO 1     3096,2.095     ,-0.40     ,1.98      ,0.0774    ,          ,          ,          ,          ,  22760310
 DSO 2     3090,          ,          ,          ,          ,0.091     ,0.210     ,0.310     ,0.0210    ,  22762928
 DSO 1     3097,2.143     ,0.20      ,0.20      ,0.0714    ,          ,          ,          ,          ,  22770310
 DSO 2     3091,          ,          ,          ,          ,0.329     ,0.032     ,0.468     ,0.0206    ,  22772928
 DSO 1     3098,2.238     ,3.17      ,1.19      ,0.0774    ,          ,          ,          ,          ,  22780310
 DSO 2     3092,          ,          ,          ,          ,0.131     ,0.190     ,0.429     ,0.0155    ,  22782928
 DSO 1     3099,2.349     ,2.58      ,0.79      ,0.0694    ,          ,          ,          ,          ,  22790310
 DSO 2     3093,          ,          ,          ,          ,0.825     ,0.548     ,0.647     ,0.0270    ,  22792928
 DSO 1     3100,2.317     ,4.17      ,0.20      ,0.0774    ,          ,          ,          ,          ,  22800310
 DSO 2     3094,          ,          ,          ,          ,0.726     ,0.429     ,0.746     ,0.0179    ,  22802928
 DSO 1     3101,2.206     ,3.57      ,2.58      ,0.0714    ,          ,          ,          ,          ,  22810310
 DSO 2     3095,          ,          ,          ,          ,0.468     ,0.607     ,0.587     ,0.0167    ,  22812928
 DSO 1     3102,2.302     ,-1.39     ,-0.20     ,0.0575    ,          ,          ,          ,          ,  22820310
 DSO 2     3096,          ,          ,          ,          ,0.687     ,0.786     ,0.647     ,0.0234    ,  22822928
 DSO 1     3103,2.127     ,0.20      ,3.77      ,0.0734    ,          ,          ,          ,          ,  22830310
 DSO 2     3097,          ,          ,          ,          ,0.488     ,0.111     ,0.329     ,0.0159    ,  22832928
 DSO 1     3104,2.190     ,-0.79     ,2.38      ,0.0734    ,          ,          ,          ,          ,  22840310
 DSO 2     3098,          ,          ,          ,          ,0.389     ,-0.087    ,0.270     ,0.0171    ,  22842928
 DSO 1     3105,1.952     ,1.59      ,2.58      ,0.0575    ,          ,          ,          ,          ,  22850310
 DSO 2     3099,          ,          ,          ,          ,0.508     ,0.250     ,0.607     ,0.0163    ,  22852928
 DSO 1     3106,2.143     ,-1.59     ,3.57      ,0.0456    ,          ,          ,          ,          ,  22860310
 DSO 2     3100,          ,          ,          ,          ,0.468     ,0.290     ,0.528     ,0.0250    ,  22862928
 DSO 1     3107,2.079     ,0.60      ,3.97      ,0.0694    ,          ,          ,          ,          ,  22870310
 DSO 2     3101,          ,          ,          ,          ,0.627     ,0.349     ,0.825     ,0.0187    ,  22872928
 DSO 1     3108,2.413     ,1.59      ,3.37      ,0.0794    ,          ,          ,          ,          ,  22880310
 DSO 2     3102,          ,          ,          ,          ,0.548     ,0.845     ,0.627     ,0.0187    ,  22882928
 DSO 1     3109,2.270     ,-0.60     ,2.78      ,0.0933    ,          ,          ,          ,          ,  22890310
 DSO 2     3103,          ,          ,          ,          ,0.448     ,0.310     ,0.548     ,0.0175    ,  22892928
 DSO 1     3110,2.000     ,1.59      ,3.97      ,0.0833    ,          ,          ,          ,          ,  22900310
 DSO 2     3104,          ,          ,          ,          ,0.687     ,0.448     ,0.706     ,0.0290    ,  22902928
 DSO 1     3111,1.873     ,-2.58     ,5.56      ,0.0754    ,          ,          ,          ,          ,  22910310
 DSO 2     3105,          ,          ,          ,          ,0.607     ,0.369     ,0.766     ,0.0234    ,  22912928
 DSO 1     3112,1.825     ,-2.18     ,1.39      ,0.0714    ,          ,          ,          ,          ,  22920310
 DSO 2     3106,          ,          ,          ,          ,0.310     ,-0.048    ,0.448     ,0.0167    ,  22922928
 DSO 1     3113,2.143     ,-1.39     ,-0.79     ,0.0813    ,          ,          ,          ,          ,  22930310
 DSO 2     3107,          ,          ,          ,          ,0.131     ,0.012     ,0.389     ,0.0143    ,  22932928
 DSO 1     3114,2.048     ,0.00      ,3.97      ,0.0635    ,          ,          ,          ,          ,  22940310
 DSO 2     3108,          ,          ,          ,          ,0.429     ,0.250     ,0.488     ,0.0202    ,  22942928
 DSO 1     3115,2.254     ,3.97      ,5.95      ,0.0774    ,          ,          ,          ,          ,  22950310
 DSO 2     3109,          ,          ,          ,          ,0.508     ,0.071     ,0.468     ,0.0107    ,  22952928
 DSO 1     3116,2.190     ,-0.20     ,2.78      ,0.1052    ,          ,          ,          ,          ,  22960310
 DSO 2     3110,          ,          ,          ,          ,0.627     ,0.488     ,0.865     ,0.0159    ,  22962928
 DSO 1     3117,2.333     ,2.78      ,4.37      ,0.0992    ,          ,          ,          ,          ,  22970310
 DSO 2     3111,          ,          ,          ,          ,0.687     ,0.409     ,0.567     ,0.0151    ,  22972928
 DSO 1     3118,2.206     ,2.58      ,0.79      ,0.0833    ,          ,          ,          ,          ,  22980310
 DSO 2     3112,          ,          ,          ,          ,0.508     ,0.548     ,0.647     ,0.0218    ,  22982928
 DSO 1     3119,1.841     ,0.40      ,4.17      ,0.0714    ,          ,          ,          ,          ,  22990310
 DSO 2     3113,          ,          ,          ,          ,0.567     ,0.389     ,0.825     ,0.0179    ,  22992928
 DSO 1     3120,2.206     ,-0.40     ,0.40      ,0.0694    ,          ,          ,          ,          ,  23000310
 DSO 2     3114,          ,          ,          ,          ,0.409     ,0.190     ,0.587     ,0.0187    ,  23002928
 DSO 1     3121,2.286     ,1.19      ,2.78      ,0.0675    ,          ,          ,          ,          ,  23010310
 DSO 2     3115,          ,          ,          ,          ,0.290     ,0.210     ,0.429     ,0.0159    ,  23012928
 DSO 1     3122,2.222     ,1.98      ,0.20      ,0.0595    ,          ,          ,          ,          ,  23020310
 DSO 2     3116,          ,          ,          ,          ,0.508     ,0.171     ,0.151     ,0.0206    ,  23022928
 DSO 1     3123,2.270     ,-0.60     ,3.97      ,0.0952    ,          ,          ,          ,          ,  23030310
 DSO 2     3117,          ,          ,          ,          ,0.429     ,0.091     ,0.528     ,0.0159    ,  23032928
 DSO 1     3124,2.365     ,0.60      ,1.79      ,0.0893    ,          ,          ,          ,          ,  23040310
 DSO 2     3118,          ,          ,          ,          ,0.905     ,0.706     ,0.825     ,0.0202    ,  23042928
 DSO 1     3125,2.127     ,0.99      ,0.99      ,0.1052    ,          ,          ,          ,          ,  23050310
 DSO 2     3119,          ,          ,          ,          ,0.746     ,0.964     ,0.627     ,0.0179    ,  23052928
 DSO 1     3126,2.254     ,0.99      ,-0.40     ,0.0992    ,          ,          ,          ,          ,  23060310
 DSO 2     3120,          ,          ,          ,          ,0.627     ,0.687     ,0.726     ,0.0242    ,  23062928
 DSO 1     3127,1.810     ,-2.18     ,1.19      ,0.0734    ,          ,          ,          ,          ,  23070310
 DSO 2     3121,          ,          ,          ,          ,0.429     ,0.369     ,0.528     ,0.0250    ,  23072928
 DSO 1     3128,2.143     ,-0.79     ,2.98      ,0.0754    ,          ,          ,          ,          ,  23080310
 DSO 2     3122,          ,          ,          ,          ,0.409     ,0.012     ,0.349     ,0.0155    ,  23082928
 DSO 1     3129,2.143     ,1.19      ,1.59      ,0.0754    ,          ,          ,          ,          ,  23090310
 DSO 2     3123,          ,          ,          ,          ,0.091     ,0.131     ,0.290     ,0.0163    ,  23092928
 DSO 1     3130,2.095     ,0.40      ,2.98      ,0.0655    ,          ,          ,          ,          ,  23100310
 DSO 2     3124,          ,          ,          ,          ,0.091     ,0.230     ,0.508     ,0.0171    ,  23102928
 DSO 1     3131,2.111     ,0.40      ,3.37      ,0.1111    ,          ,          ,          ,          ,  23110310
 DSO 2     3125,          ,          ,          ,          ,0.230     ,0.270     ,0.329     ,0.0159    ,  23112928
 DSO 1     3132,2.317     ,-0.99     ,-0.20     ,0.1171    ,          ,          ,          ,          ,  23120310
 DSO 2     3126,          ,          ,          ,          ,0.726     ,0.567     ,0.726     ,0.0214    ,  23122928
 DSO 1     3133,2.317     ,0.99      ,3.97      ,0.0992    ,          ,          ,          ,          ,  23130310
 DSO 2     3127,          ,          ,          ,          ,0.627     ,0.250     ,0.607     ,0.0226    ,  23132928
 DSO 1     3134,1.984     ,2.18      ,1.19      ,0.0833    ,          ,          ,          ,          ,  23140310
 DSO 2     3128,          ,          ,          ,          ,0.667     ,0.567     ,0.806     ,0.0242    ,  23142928
 DSO 1     3135,2.079     ,1.79      ,1.79      ,0.0615    ,          ,          ,          ,          ,  23150310
 DSO 2     3129,          ,          ,          ,          ,0.468     ,0.726     ,0.825     ,0.0190    ,  23152928
 DSO 1     3136,2.159     ,-2.18     ,1.39      ,0.0873    ,          ,          ,          ,          ,  23160310
 DSO 2     3130,          ,          ,          ,          ,0.310     ,-0.127    ,0.429     ,0.0167    ,  23162928
 DSO 1     3137,1.984     ,-0.60     ,3.17      ,0.0258    ,          ,          ,          ,          ,  23170310
 DSO 2     3131,          ,          ,          ,          ,0.389     ,0.151     ,0.270     ,0.0163    ,  23172928
 DSO 1     3138,2.079     ,-0.60     ,-0.99     ,0.0655    ,          ,          ,          ,          ,  23180310
 DSO 2     3132,          ,          ,          ,          ,0.111     ,-0.127    ,0.310     ,0.0175    ,  23182928
 DSO 1     3139,2.032     ,-0.99     ,3.37      ,0.0893    ,          ,          ,          ,          ,  23190310
 DSO 2     3133,          ,          ,          ,          ,0.369     ,0.230     ,0.448     ,0.0175    ,  23192928
 DSO 1     3140,2.238     ,-1.39     ,1.19      ,0.0913    ,          ,          ,          ,          ,  23200310
