               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,           
 DSO 1      827,2.349     ,-1.19     ,-0.60     ,0.0357    ,          ,          ,          ,          ,      76965
 DSO 2      822,          ,          ,          ,          ,0.357     ,-0.139    ,0.567     ,0.0218    ,      85183
 DSO 1      828,2.460     ,-2.58     ,2.98      ,0.0258    ,          ,          ,          ,          ,      86965
 DSO 2      823,          ,          ,          ,          ,-0.040    ,0.040     ,0.698     ,0.0190    ,      95183
 DSO 1      829,2.492     ,-1.98     ,0.79      ,0.0159    ,          ,          ,          ,          ,      96965
 DSO 2      824,          ,          ,          ,          ,0.238     ,0.159     ,0.495     ,0.0183    ,     105183
 DSO 1      830,2.317     ,-0.20     ,0.00      ,0.0556    ,          ,          ,          ,          ,     106965
 DSO 2      825,          ,          ,          ,          ,-0.079    ,0.298     ,0.614     ,0.0206    ,     115183
 DSO 1      831,2.365     ,-2.38     ,0.79      ,0.0317    ,          ,          ,          ,          ,     116965
 DSO 2      826,          ,          ,          ,          ,-0.099    ,-0.139    ,0.400     ,0.0131    ,     125183
 DSO 1      832,2.413     ,-0.79     ,0.79      ,0.0575    ,          ,          ,          ,          ,     126965
 DSO 2      827,          ,          ,          ,          ,0.040     ,-0.298    ,0.483     ,0.0194    ,     135183
 DSO 1      833,2.714     ,1.19      ,-2.18     ,0.0536    ,          ,          ,          ,          ,     136965
 DSO 2      828,          ,          ,          ,          ,-0.179    ,-0.496    ,0.460     ,0.0206    ,     145183
 DSO 1      834,1.968     ,-4.37     ,3.37      ,0.0536    ,          ,          ,          ,          ,     146965
 DSO 2      829,          ,          ,          ,          ,-0.060    ,-0.317    ,0.376     ,0.0151    ,     155183
 DSO 1      835,2.063     ,1.59      ,1.19      ,0.0496    ,          ,          ,          ,          ,     156965
 DSO 2      830,          ,          ,          ,          ,0.000     ,0.198     ,0.590     ,0.0159    ,     165183
 DSO 1      836,2.079     ,2.18      ,4.56      ,0.0476    ,          ,          ,          ,          ,     166965
 DSO 2      831,          ,          ,          ,          ,0.218     ,-0.179    ,0.840     ,0.0179    ,     175183
 DSO 1      837,2.317     ,-4.37     ,2.98      ,0.0258    ,          ,          ,          ,          ,     176965
 DSO 2      832,          ,          ,          ,          ,-0.020    ,0.258     ,0.674     ,0.0202    ,     185183
 DSO 1      838,2.111     ,-1.98     ,-0.60     ,0.0516    ,          ,          ,          ,          ,     186965
 DSO 2      833,          ,          ,          ,          ,0.060     ,0.258     ,0.674     ,0.0230    ,     195183
 DSO 1      839,2.270     ,3.37      ,-2.98     ,0.0635    ,          ,          ,          ,          ,     196965
 DSO 2      834,          ,          ,          ,          ,-0.258    ,-0.496    ,0.329     ,0.0194    ,     205183
 DSO 1      840,2.286     ,-0.99     ,-0.99     ,0.0873    ,          ,          ,          ,          ,     206965
 DSO 2      835,          ,          ,          ,          ,0.000     ,-0.139    ,0.519     ,0.0139    ,     215183
 DSO 1      841,2.206     ,0.40      ,0.99      ,0.0635    ,          ,          ,          ,          ,     216965
 DSO 2      836,          ,          ,          ,          ,-0.119    ,-0.238    ,0.364     ,0.0167    ,     225183
 DSO 1      842,2.063     ,-2.38     ,1.59      ,0.0456    ,          ,          ,          ,          ,     226965
 DSO 2      837,          ,          ,          ,          ,0.040     ,-0.456    ,0.329     ,0.0214    ,     235183
 DSO 1      843,2.206     ,-3.17     ,1.59      ,0.0298    ,          ,          ,          ,          ,     236965
 DSO 2      838,          ,          ,          ,          ,0.040     ,-0.159    ,0.698     ,0.0190    ,     245183
 DSO 1      844,1.952     ,-2.58     ,3.37      ,0.0496    ,          ,          ,          ,          ,     246965
 DSO 2      839,          ,          ,          ,          ,0.238     ,-0.060    ,0.602     ,0.0139    ,     255183
 DSO 1      845,2.111     ,-0.20     ,1.39      ,0.0476    ,          ,          ,          ,          ,     256965
 DSO 2      840,          ,          ,          ,          ,0.238     ,0.119     ,0.567     ,0.0183    ,     265183
 DSO 1      846,2.349     ,0.79      ,-1.39     ,0.0278    ,          ,          ,          ,          ,     266965
 DSO 2      841,          ,          ,          ,          ,0.417     ,0.179     ,0.567     ,0.0250    ,     275183
 DSO 1      847,2.254     ,-0.20     ,0.00      ,0.0575    ,          ,          ,          ,          ,     276965
 DSO 2      842,          ,          ,          ,          ,0.020     ,-0.417    ,0.436     ,0.0159    ,     285183
 DSO 1      848,2.254     ,1.19      ,0.00      ,0.0437    ,          ,          ,          ,          ,     286965
 DSO 2      843,          ,          ,          ,          ,-0.298    ,-0.198    ,0.317     ,0.0206    ,     295183
 DSO 1      849,2.730     ,0.40      ,-2.78     ,0.0496    ,          ,          ,          ,          ,     296965
 DSO 2      844,          ,          ,          ,          ,-0.060    ,-0.397    ,0.412     ,0.0218    ,     305183
 DSO 1      850,0.810     ,-2.78     ,1.79      ,0.0298    ,          ,          ,          ,          ,     306965
 DSO 2      845,          ,          ,          ,          ,-0.238    ,-0.179    ,0.412     ,0.0317    ,     315183
 DSO 1      851,4.032     ,-2.18     ,0.00      ,0.0635    ,          ,          ,          ,          ,     316965
 DSO 2      846,          ,          ,          ,          ,0.397     ,0.060     ,0.555     ,0.0349    ,     325183
 DSO 1      852,-0.032    ,-3.37     ,2.18      ,0.0615    ,          ,          ,          ,          ,     326965
 DSO 2      847,          ,          ,          ,          ,0.278     ,0.000     ,0.543     ,0.0365    ,     335183
 DSO 1      853,4.032     ,0.20      ,3.97      ,0.0357    ,          ,          ,          ,          ,     336965
 DSO 2      848,          ,          ,          ,          ,0.040     ,0.179     ,0.614     ,-0.0008   ,     345183
 DSO 1      854,4.032     ,1.39      ,-1.79     ,0.0337    ,          ,          ,          ,          ,     346965
 DSO 2      849,          ,          ,          ,          ,0.258     ,0.357     ,0.364     ,-0.0008   ,     355183
 DSO 1      855,2.841     ,-1.39     ,1.39      ,0.0714    ,          ,          ,          ,          ,     356965
 DSO 2      850,          ,          ,          ,          ,0.079     ,-0.357    ,0.436     ,0.0317    ,     365183
 DSO 1      856,-0.032    ,-0.20     ,-1.39     ,0.0734    ,          ,          ,          ,          ,     366965
 DSO 2      851,          ,          ,          ,          ,0.020     ,-0.536    ,0.317     ,0.0702    ,     375183
 DSO 1      857,4.032     ,2.38      ,-0.60     ,0.0575    ,          ,          ,          ,          ,     376965
 DSO 2      852,          ,          ,          ,          ,0.119     ,-0.218    ,0.507     ,0.0810    ,     385183
 DSO 1      858,-0.032    ,-1.39     ,-3.77     ,0.1071    ,          ,          ,          ,          ,     386965
 DSO 2      853,          ,          ,          ,          ,0.099     ,-0.099    ,0.555     ,0.0230    ,     395183
 DSO 1      859,4.032     ,-0.99     ,1.59      ,0.1052    ,          ,          ,          ,          ,     396965
 DSO 2      854,          ,          ,          ,          ,0.198     ,-0.139    ,0.329     ,-0.0008   ,     405183
 DSO 1      860,-0.032    ,-4.37     ,1.19      ,0.1171    ,          ,          ,          ,          ,     406965
 DSO 2      855,          ,          ,          ,          ,0.139     ,0.417     ,0.519     ,0.0726    ,     415183
 DSO 1      861,-0.032    ,2.38      ,1.39      ,0.1071    ,          ,          ,          ,          ,     416965
 DSO 2      856,          ,          ,          ,          ,0.119     ,-0.079    ,0.424     ,0.0679    ,     425183
 DSO 1      862,4.032     ,1.39      ,-0.60     ,0.0139    ,          ,          ,          ,          ,     426965
 DSO 2      857,          ,          ,          ,          ,0.298     ,0.040     ,0.483     ,-0.0008   ,     435183
 DSO 1      863,-0.032    ,0.00      ,0.60      ,0.0496    ,          ,          ,          ,          ,     436965
 DSO 2      858,          ,          ,          ,          ,0.298     ,0.000     ,0.686     ,-0.0008   ,     445183
 DSO 1      864,4.032     ,-1.19     ,-1.98     ,0.0595    ,          ,          ,          ,          ,     446965
 DSO 2      859,          ,          ,          ,          ,0.000     ,-0.397    ,0.281     ,0.0639    ,     455183
 DSO 1      865,4.032     ,1.39      ,-0.99     ,0.0933    ,          ,          ,          ,          ,     456965
 DSO 2      860,          ,          ,          ,          ,-0.238    ,-0.377    ,0.317     ,0.0619    ,     465183
 DSO 1      866,-0.032    ,-0.20     ,-1.19     ,0.1508    ,          ,          ,          ,          ,     466965
 DSO 2      861,          ,          ,          ,          ,0.060     ,-0.119    ,0.567     ,0.0048    ,     475183
 DSO 1      867,4.032     ,-2.78     ,4.37      ,0.0734    ,          ,          ,          ,          ,     476965
 DSO 2      862,          ,          ,          ,          ,0.198     ,-0.258    ,0.412     ,-0.0008   ,     485183
 DSO 1      868,4.032     ,-4.96     ,0.79      ,0.0556    ,          ,          ,          ,          ,     486965
 DSO 2      863,          ,          ,          ,          ,0.198     ,0.079     ,0.912     ,0.0393    ,     495183
 DSO 1      869,-0.032    ,-0.40     ,4.17      ,0.1230    ,          ,          ,          ,          ,     496965
 DSO 2      864,          ,          ,          ,          ,0.298     ,-0.020    ,0.448     ,0.0413    ,     505183
 DSO 1      870,3.762     ,-0.60     ,2.78      ,0.1012    ,          ,          ,          ,          ,     506965
 DSO 2      865,          ,          ,          ,          ,0.139     ,0.159     ,0.590     ,0.0115    ,     515183
 DSO 1      871,1.952     ,-1.98     ,-1.79     ,0.1746    ,          ,          ,          ,          ,     516965
 DSO 2      866,          ,          ,          ,          ,0.238     ,0.000     ,0.555     ,-0.0008   ,     525183
 DSO 1      872,4.032     ,0.20      ,-0.99     ,0.0913    ,          ,          ,          ,          ,     526965
 DSO 2      867,          ,          ,          ,          ,-0.020    ,-0.238    ,0.507     ,0.0222    ,     535183
 DSO 1      873,-0.032    ,-1.19     ,-1.79     ,0.0556    ,          ,          ,          ,          ,     536965
 DSO 2      868,          ,          ,          ,          ,-0.099    ,-0.218    ,0.495     ,0.0230    ,     545183
 DSO 1      874,4.032     ,-1.19     ,-2.78     ,0.0595    ,          ,          ,          ,          ,     546965
 DSO 2      869,          ,          ,          ,          ,0.159     ,-0.198    ,0.186     ,0.0218    ,     555183
 DSO 1      875,-0.032    ,-0.79     ,0.79      ,0.0992    ,          ,          ,          ,          ,     556965
 DSO 2      870,          ,          ,          ,          ,0.079     ,-0.278    ,0.471     ,0.0099    ,     565183
 DSO 1      876,4.032     ,-4.76     ,0.99      ,0.0714    ,          ,          ,          ,          ,     566965
 DSO 2      871,          ,          ,          ,          ,0.496     ,0.298     ,0.638     ,0.0063    ,     575183
 DSO 1      877,-0.032    ,0.00      ,3.57      ,0.0694    ,          ,          ,          ,          ,     576965
 DSO 2      872,          ,          ,          ,          ,0.377     ,0.556     ,0.460     ,0.0143    ,     585183
 DSO 1      878,-0.032    ,-1.39     ,0.99      ,0.0377    ,          ,          ,          ,          ,     586965
 DSO 2      873,          ,          ,          ,          ,0.278     ,0.298     ,0.674     ,0.0254    ,     595183
 DSO 1      879,3.063     ,1.59      ,-1.19     ,0.0159    ,          ,          ,          ,          ,     596965
 DSO 2      874,          ,          ,          ,          ,0.040     ,0.000     ,0.412     ,0.0210    ,     605183
 DSO 1      880,-0.032    ,-3.17     ,-2.38     ,0.0754    ,          ,          ,          ,          ,     606965
 DSO 2      875,          ,          ,          ,          ,0.020     ,-0.417    ,0.364     ,0.0175    ,     615183
 DSO 1      881,4.032     ,1.39      ,1.19      ,0.0754    ,          ,          ,          ,          ,     616965
 DSO 2      876,          ,          ,          ,          ,-0.278    ,-0.258    ,0.376     ,0.0258    ,     625183
 DSO 1      882,3.016     ,1.79      ,-4.96     ,0.0556    ,          ,          ,          ,          ,     626965
 DSO 2      877,          ,          ,          ,          ,-0.238    ,-0.159    ,0.400     ,0.0262    ,     635183
 DSO 1      883,2.873     ,0.00      ,0.20      ,0.0635    ,          ,          ,          ,          ,     636965
 DSO 2      878,          ,          ,          ,          ,-0.099    ,-0.079    ,0.388     ,0.0230    ,     645183
 DSO 1      884,-0.032    ,-4.76     ,0.99      ,0.0516    ,          ,          ,          ,          ,     646965
 DSO 2      879,          ,          ,          ,          ,0.317     ,0.139     ,0.567     ,0.0175    ,     655183
 DSO 1      885,4.032     ,0.20      ,-1.19     ,0.0476    ,          ,          ,          ,          ,     656965
 DSO 2      880,          ,          ,          ,          ,0.238     ,-0.159    ,0.495     ,0.0183    ,     665183
 DSO 1      886,-0.032    ,-1.39     ,-0.20     ,0.0536    ,          ,          ,          ,          ,     666965
 DSO 2      881,          ,          ,          ,          ,0.278     ,0.159     ,0.674     ,0.0226    ,     675183
 DSO 1      887,4.032     ,-3.17     ,-3.17     ,0.0536    ,          ,          ,          ,          ,     676965
 DSO 2      882,          ,          ,          ,          ,0.079     ,0.357     ,0.602     ,0.0171    ,     685183
 DSO 1      888,2.127     ,-0.20     ,-3.57     ,0.0516    ,          ,          ,          ,          ,     686965
 DSO 2      883,          ,          ,          ,          ,-0.079    ,-0.556    ,0.436     ,0.0151    ,     695183
 DSO 1      889,1.333     ,-1.39     ,0.99      ,0.0595    ,          ,          ,          ,          ,     696965
 DSO 2      884,          ,          ,          ,          ,0.040     ,-0.258    ,0.329     ,0.0143    ,     705183
 DSO 1      890,1.270     ,0.00      ,-2.18     ,0.0476    ,          ,          ,          ,          ,     706965
 DSO 2      885,          ,          ,          ,          ,-0.238    ,-0.516    ,0.269     ,0.0202    ,     715183
 DSO 1      891,3.079     ,-1.19     ,-0.40     ,0.0833    ,          ,          ,          ,          ,     716965
 DSO 2      886,          ,          ,          ,          ,0.000     ,-0.099    ,0.471     ,0.0187    ,     725183
 DSO 1      892,3.000     ,-2.78     ,0.00      ,0.0536    ,          ,          ,          ,          ,     726965
 DSO 2      887,          ,          ,          ,          ,0.238     ,0.198     ,0.543     ,0.0147    ,     735183
 DSO 1      893,0.825     ,-3.97     ,3.57      ,0.0377    ,          ,          ,          ,          ,     736965
 DSO 2      888,          ,          ,          ,          ,0.317     ,0.198     ,0.638     ,0.0198    ,     745183
 DSO 1      894,1.587     ,0.60      ,1.98      ,0.0317    ,          ,          ,          ,          ,     746965
 DSO 2      889,          ,          ,          ,          ,0.298     ,-0.020    ,0.567     ,0.0190    ,     755183
 DSO 1      895,0.667     ,1.39      ,3.77      ,0.0635    ,          ,          ,          ,          ,     756965
 DSO 2      890,          ,          ,          ,          ,0.258     ,-0.139    ,0.233     ,0.0155    ,     765183
 DSO 1      896,2.698     ,-3.17     ,-4.37     ,0.0714    ,          ,          ,          ,          ,     766965
 DSO 2      891,          ,          ,          ,          ,0.179     ,0.258     ,0.769     ,0.0179    ,     775183
 DSO 1      897,2.810     ,-2.38     ,-1.79     ,0.0734    ,          ,          ,          ,          ,     776965
 DSO 2      892,          ,          ,          ,          ,-0.417    ,-0.298    ,0.364     ,0.0139    ,     785183
 DSO 1      898,2.349     ,2.98      ,-2.18     ,0.0377    ,          ,          ,          ,          ,     786965
 DSO 2      893,          ,          ,          ,          ,-0.119    ,-0.119    ,0.233     ,0.0131    ,     795183
 DSO 1      899,1.254     ,-0.40     ,-2.78     ,0.0496    ,          ,          ,          ,          ,     796965
 DSO 2      894,          ,          ,          ,          ,0.179     ,-0.397    ,0.579     ,0.0230    ,     805183
 DSO 1      900,2.302     ,0.60      ,-0.40     ,0.0893    ,          ,          ,          ,          ,     806965
 DSO 2      895,          ,          ,          ,          ,-0.397    ,-0.357    ,0.448     ,0.0175    ,     815183
 DSO 1      901,1.587     ,-4.17     ,0.79      ,0.0496    ,          ,          ,          ,          ,     816965
 DSO 2      896,          ,          ,          ,          ,0.417     ,0.079     ,0.614     ,0.0187    ,     825183
 DSO 1      902,3.524     ,0.20      ,0.40      ,0.0635    ,          ,          ,          ,          ,     826965
 DSO 2      897,          ,          ,          ,          ,0.298     ,-0.060    ,0.543     ,0.0270    ,     835183
 DSO 1      903,2.302     ,-2.18     ,0.00      ,0.0337    ,          ,          ,          ,          ,     836965
 DSO 2      898,          ,          ,          ,          ,0.317     ,0.020     ,0.507     ,0.0147    ,     845183
 DSO 1      904,1.810     ,-1.19     ,0.20      ,0.0377    ,          ,          ,          ,          ,     846965
 DSO 2      899,          ,          ,          ,          ,0.298     ,0.337     ,0.555     ,0.0206    ,     855183
 DSO 1      905,2.143     ,-3.17     ,-0.20     ,0.0377    ,          ,          ,          ,          ,     856965
 DSO 2      900,          ,          ,          ,          ,0.040     ,-0.317    ,0.257     ,0.0194    ,     865183
 DSO 1      906,2.175     ,1.39      ,-3.57     ,0.0893    ,          ,          ,          ,          ,     866965
 DSO 2      901,          ,          ,          ,          ,-0.198    ,-0.278    ,0.412     ,0.0159    ,     875183
 DSO 1      907,2.444     ,-1.39     ,-0.60     ,0.0556    ,          ,          ,          ,          ,     876965
 DSO 2      902,          ,          ,          ,          ,-0.060    ,0.119     ,0.460     ,0.0226    ,     885183
 DSO 1      908,2.444     ,-3.97     ,1.19      ,0.0655    ,          ,          ,          ,          ,     886965
 DSO 2      903,          ,          ,          ,          ,-0.040    ,-0.317    ,0.471     ,0.0202    ,     895183
 DSO 1      909,0.508     ,-1.79     ,1.59      ,0.0258    ,          ,          ,          ,          ,     896965
 DSO 2      904,          ,          ,          ,          ,0.159     ,0.258     ,0.662     ,0.0179    ,     905183
 DSO 1      910,1.984     ,-1.59     ,2.98      ,0.0496    ,          ,          ,          ,          ,     906965
 DSO 2      905,          ,          ,          ,          ,0.337     ,0.079     ,0.507     ,0.0214    ,     915183
 DSO 1      911,0.810     ,-1.39     ,3.37      ,0.0317    ,          ,          ,          ,          ,     916965
 DSO 2      906,          ,          ,          ,          ,0.099     ,-0.159    ,0.590     ,0.0202    ,     925183
 DSO 1      912,2.429     ,0.20      ,1.59      ,0.0516    ,          ,          ,          ,          ,     926965
 DSO 2      907,          ,          ,          ,          ,0.317     ,0.119     ,0.507     ,0.0202    ,     935183
 DSO 1      913,2.540     ,-0.99     ,-0.99     ,0.0456    ,          ,          ,          ,          ,     936965
 DSO 2      908,          ,          ,          ,          ,-0.099    ,-0.476    ,0.269     ,0.0127    ,     945183
 DSO 1      914,2.095     ,-2.98     ,-1.39     ,0.0556    ,          ,          ,          ,          ,     946965
 DSO 2      909,          ,          ,          ,          ,-0.020    ,-0.198    ,0.245     ,0.0091    ,     955183
 DSO 1      915,1.794     ,4.37      ,-1.39     ,0.0456    ,          ,          ,          ,          ,     956965
 DSO 2      910,          ,          ,          ,          ,-0.198    ,-0.377    ,0.460     ,0.0151    ,     965183
 DSO 1      916,1.952     ,-3.17     ,0.20      ,0.0893    ,          ,          ,          ,          ,     966965
 DSO 2      911,          ,          ,          ,          ,-0.020    ,-0.357    ,0.531     ,0.0095    ,     975183
 DSO 1      917,2.127     ,-3.17     ,3.37      ,0.0536    ,          ,          ,          ,          ,     976965
 DSO 2      912,          ,          ,          ,          ,0.476     ,0.278     ,0.519     ,0.0179    ,     985183
 DSO 1      918,2.397     ,4.17      ,1.98      ,0.0754    ,          ,          ,          ,          ,     986965
 DSO 2      913,          ,          ,          ,          ,0.575     ,0.218     ,0.698     ,0.0218    ,     995183
 DSO 1      919,2.317     ,-1.39     ,3.57      ,0.0774    ,          ,          ,          ,          ,     996965
 DSO 2      914,          ,          ,          ,          ,0.337     ,-0.079    ,0.674     ,0.0167    ,    1005183
 DSO 1      920,2.016     ,-2.38     ,0.40      ,0.0615    ,          ,          ,          ,          ,    1006965
 DSO 2      915,          ,          ,          ,          ,0.496     ,0.159     ,0.745     ,0.0175    ,    1015183
 DSO 1      921,1.889     ,-2.18     ,-2.78     ,0.0516    ,          ,          ,          ,          ,    1016965
 DSO 2      916,          ,          ,          ,          ,-0.337    ,-0.615    ,0.460     ,0.0163    ,    1025183
 DSO 1      922,2.222     ,0.60      ,-0.60     ,0.0615    ,          ,          ,          ,          ,    1026965
 DSO 2      917,          ,          ,          ,          ,-0.020    ,-0.258    ,0.174     ,0.0139    ,    1035183
 DSO 1      923,2.698     ,1.39      ,1.39      ,0.0278    ,          ,          ,          ,          ,    1036965
 DSO 2      918,          ,          ,          ,          ,0.179     ,-0.179    ,0.614     ,0.0123    ,    1045183
 DSO 1      924,1.587     ,2.78      ,-3.57     ,0.0496    ,          ,          ,          ,          ,    1046965
 DSO 2      919,          ,          ,          ,          ,-0.040    ,-0.139    ,0.364     ,0.0087    ,    1055183
 DSO 1      925,1.857     ,-3.17     ,4.76      ,0.0397    ,          ,          ,          ,          ,    1056965
 DSO 2      920,          ,          ,          ,          ,0.397     ,0.079     ,0.531     ,0.0159    ,    1065183
 DSO 1      926,1.762     ,-1.39     ,-0.79     ,0.0337    ,          ,          ,          ,          ,    1066965
 DSO 2      921,          ,          ,          ,          ,0.397     ,-0.119    ,0.590     ,0.0270    ,    1075183
 DSO 1      927,2.175     ,-2.38     ,2.98      ,0.0278    ,          ,          ,          ,          ,    1076965
 DSO 2      922,          ,          ,          ,          ,-0.020    ,0.040     ,0.710     ,0.0210    ,    1085183
 DSO 1      928,2.492     ,-1.98     ,0.79      ,0.0139    ,          ,          ,          ,          ,    1086965
 DSO 2      923,          ,          ,          ,          ,0.258     ,0.159     ,0.483     ,0.0167    ,    1095183
 DSO 1      929,2.254     ,-0.20     ,-0.20     ,0.0575    ,          ,          ,          ,          ,    1096965
 DSO 2      924,          ,          ,          ,          ,-0.060    ,0.317     ,0.638     ,0.0210    ,    1105183
 DSO 1      930,2.143     ,-2.58     ,0.99      ,0.0298    ,          ,          ,          ,          ,    1106965
 DSO 2      925,          ,          ,          ,          ,-0.079    ,-0.099    ,0.412     ,0.0147    ,    1115183
 DSO 1      931,1.921     ,-0.60     ,0.79      ,0.0575    ,          ,          ,          ,          ,    1116965
 DSO 2      926,          ,          ,          ,          ,0.060     ,-0.317    ,0.483     ,0.0222    ,    1125183
 DSO 1      932,2.333     ,0.79      ,-1.79     ,0.0556    ,          ,          ,          ,          ,    1126965
 DSO 2      927,          ,          ,          ,          ,-0.139    ,-0.516    ,0.460     ,0.0190    ,    1135183
 DSO 1      933,2.063     ,-4.37     ,3.77      ,0.0556    ,          ,          ,          ,          ,    1136965
 DSO 2      928,          ,          ,          ,          ,-0.040    ,-0.317    ,0.376     ,0.0127    ,    1145183
 DSO 1      934,2.063     ,0.99      ,1.39      ,0.0456    ,          ,          ,          ,          ,    1146965
 DSO 2      929,          ,          ,          ,          ,-0.020    ,0.238     ,0.590     ,0.0127    ,    1155183
 DSO 1      935,2.270     ,2.18      ,4.37      ,0.0417    ,          ,          ,          ,          ,    1156965
 DSO 2      930,          ,          ,          ,          ,0.218     ,-0.198    ,0.864     ,0.0175    ,    1165183
 DSO 1      936,2.000     ,-4.56     ,3.17      ,0.0238    ,          ,          ,          ,          ,    1166965
 DSO 2      931,          ,          ,          ,          ,0.000     ,0.258     ,0.674     ,0.0202    ,    1175183
 DSO 1      937,1.984     ,-1.79     ,-0.99     ,0.0516    ,          ,          ,          ,          ,    1176965
 DSO 2      932,          ,          ,          ,          ,0.079     ,0.278     ,0.674     ,0.0226    ,    1185183
 DSO 1      938,2.063     ,3.17      ,-2.98     ,0.0655    ,          ,          ,          ,          ,    1186965
 DSO 2      933,          ,          ,          ,          ,-0.238    ,-0.496    ,0.329     ,0.0190    ,    1195183
 DSO 1      939,3.683     ,-1.19     ,-0.99     ,0.0853    ,          ,          ,          ,          ,    1196965
 DSO 2      934,          ,          ,          ,          ,0.040     ,-0.139    ,0.531     ,0.0052    ,    1205183
 DSO 1      940,0.857     ,0.00      ,0.99      ,0.0655    ,          ,          ,          ,          ,    1206965
 DSO 2      935,          ,          ,          ,          ,-0.119    ,-0.258    ,0.376     ,0.0155    ,    1215183
 DSO 1      941,0.063     ,-2.38     ,1.39      ,0.0476    ,          ,          ,          ,          ,    1216965
 DSO 2      936,          ,          ,          ,          ,0.020     ,-0.575    ,0.317     ,0.0790    ,    1225183
 DSO 1      942,3.952     ,-0.40     ,-1.19     ,0.0397    ,          ,          ,          ,          ,    1226965
 DSO 2      937,          ,          ,          ,          ,0.020     ,-0.357    ,0.686     ,0.0179    ,    1235183
 DSO 1      943,2.365     ,1.79      ,-0.20     ,0.0337    ,          ,          ,          ,          ,    1236965
 DSO 2      938,          ,          ,          ,          ,0.218     ,-0.317    ,0.602     ,-0.0008   ,    1245183
 DSO 1      944,0.016     ,5.75      ,-2.78     ,0.0536    ,          ,          ,          ,          ,    1246965
 DSO 2      939,          ,          ,          ,          ,0.218     ,-0.159    ,0.590     ,0.0246    ,    1255183
 DSO 1      945,-0.032    ,7.14      ,-6.35     ,0.0198    ,          ,          ,          ,          ,    1256965
 DSO 2      940,          ,          ,          ,          ,0.357     ,-0.099    ,0.579     ,0.0429    ,    1265183
 DSO 1      946,-0.032    ,5.75      ,-4.96     ,0.0595    ,          ,          ,          ,          ,    1266965
 DSO 2      941,          ,          ,          ,          ,0.040     ,-0.714    ,0.412     ,-0.0004   ,    1275183
 DSO 1      947,0.000     ,7.94      ,-5.36     ,0.0298    ,          ,          ,          ,          ,    1276965
 DSO 2      942,          ,          ,          ,          ,-0.357    ,-0.496    ,0.448     ,0.0040    ,    1285183
 DSO 1      948,4.032     ,6.94      ,-8.53     ,0.0635    ,          ,          ,          ,          ,    1286965
 DSO 2      943,          ,          ,          ,          ,-0.119    ,-0.694    ,0.340     ,0.0413    ,    1295183
 DSO 1      949,0.270     ,3.37      ,-3.37     ,0.0357    ,          ,          ,          ,          ,    1296965
 DSO 2      944,          ,          ,          ,          ,-0.218    ,-0.516    ,0.460     ,0.0222    ,    1305183
 DSO 1      950,3.810     ,4.37      ,-5.56     ,0.0615    ,          ,          ,          ,          ,    1306965
 DSO 2      945,          ,          ,          ,          ,0.337     ,-0.238    ,0.555     ,0.0234    ,    1315183
 DSO 1      951,1.508     ,3.17      ,-3.77     ,0.0694    ,          ,          ,          ,          ,    1316965
 DSO 2      946,          ,          ,          ,          ,0.218     ,-0.337    ,0.555     ,0.0139    ,    1325183
 DSO 1      952,4.032     ,7.14      ,-2.38     ,0.0456    ,          ,          ,          ,          ,    1326965
 DSO 2      947,          ,          ,          ,          ,0.020     ,-0.139    ,0.626     ,0.0190    ,    1335183
 DSO 1      953,-0.032    ,7.94      ,-7.14     ,0.0575    ,          ,          ,          ,          ,    1336965
 DSO 2      948,          ,          ,          ,          ,0.238     ,0.020     ,0.460     ,0.0198    ,    1345183
 DSO 1      954,-0.032    ,5.56      ,-4.17     ,0.0417    ,          ,          ,          ,          ,    1346965
 DSO 2      949,          ,          ,          ,          ,0.040     ,-0.615    ,0.412     ,0.0175    ,    1355183
 DSO 1      955,-0.032    ,7.14      ,-6.94     ,0.0536    ,          ,          ,          ,          ,    1356965
 DSO 2      950,          ,          ,          ,          ,0.000     ,-0.754    ,0.388     ,0.0190    ,    1365183
 DSO 1      956,0.381     ,9.92      ,-6.75     ,0.0734    ,          ,          ,          ,          ,    1366965
 DSO 2      951,          ,          ,          ,          ,0.099     ,-0.476    ,0.424     ,0.0052    ,    1375183
 DSO 1      957,-0.032    ,5.95      ,-10.12    ,0.0595    ,          ,          ,          ,          ,    1376965
 DSO 2      952,          ,          ,          ,          ,0.060     ,-0.417    ,0.543     ,0.0238    ,    1385183
 DSO 1      958,0.397     ,5.95      ,-4.37     ,0.0694    ,          ,          ,          ,          ,    1386965
 DSO 2      953,          ,          ,          ,          ,0.159     ,-0.417    ,0.626     ,0.0214    ,    1395183
 DSO 1      959,2.429     ,2.18      ,-4.56     ,0.0556    ,          ,          ,          ,          ,    1396965
 DSO 2      954,          ,          ,          ,          ,0.079     ,0.139     ,0.519     ,0.0175    ,    1405183
 DSO 1      960,0.143     ,9.33      ,-4.56     ,0.0655    ,          ,          ,          ,          ,    1406965
 DSO 2      955,          ,          ,          ,          ,0.000     ,-0.357    ,0.590     ,0.0147    ,    1415183
 DSO 1      961,-0.032    ,8.33      ,-6.94     ,0.0754    ,          ,          ,          ,          ,    1416965
 DSO 2      956,          ,          ,          ,          ,0.258     ,-0.238    ,0.483     ,0.0286    ,    1425183
