               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,           
 DSO 2     1225,          ,          ,          ,          ,0.119     ,0.952     ,0.174     ,0.0151    ,    4111581
 DSO 1     1231,4.032     ,-0.79     ,0.40      ,0.0556    ,          ,          ,          ,          ,    4113237
 DSO 2     1226,          ,          ,          ,          ,-0.119    ,1.210     ,0.090     ,0.0079    ,    4121581
 DSO 1     1232,4.032     ,0.40      ,0.40      ,0.0456    ,          ,          ,          ,          ,    4123237
 DSO 2     1227,          ,          ,          ,          ,-0.496    ,1.091     ,0.317     ,0.0135    ,    4131581
 DSO 1     1233,4.032     ,-0.79     ,-1.98     ,0.0456    ,          ,          ,          ,          ,    4133237
 DSO 2     1228,          ,          ,          ,          ,0.000     ,1.071     ,0.281     ,0.0091    ,    4141581
 DSO 1     1234,4.032     ,-3.77     ,2.18      ,0.0258    ,          ,          ,          ,          ,    4143237
 DSO 2     1229,          ,          ,          ,          ,0.139     ,1.171     ,0.305     ,0.0187    ,    4151581
 DSO 1     1235,4.032     ,-3.17     ,0.79      ,0.0556    ,          ,          ,          ,          ,    4153237
 DSO 2     1230,          ,          ,          ,          ,-0.099    ,1.230     ,0.388     ,0.0163    ,    4161581
 DSO 1     1236,4.032     ,-4.17     ,2.78      ,0.0655    ,          ,          ,          ,          ,    4163237
 DSO 2     1231,          ,          ,          ,          ,-0.060    ,1.032     ,0.388     ,0.0091    ,    4171581
 DSO 1     1237,4.032     ,-0.40     ,4.17      ,0.0437    ,          ,          ,          ,          ,    4173237
 DSO 2     1232,          ,          ,          ,          ,-0.119    ,0.833     ,0.543     ,0.0202    ,    4181581
 DSO 1     1238,4.032     ,0.40      ,-1.39     ,0.0536    ,          ,          ,          ,          ,    4183237
 DSO 2     1233,          ,          ,          ,          ,-0.079    ,0.873     ,0.412     ,0.0202    ,    4191581
 DSO 1     1239,4.032     ,-2.38     ,2.18      ,0.0377    ,          ,          ,          ,          ,    4193237
 DSO 2     1234,          ,          ,          ,          ,-0.397    ,1.111     ,0.210     ,0.0143    ,    4201581
 DSO 1     1240,4.032     ,-0.40     ,-0.79     ,0.0675    ,          ,          ,          ,          ,    4203237
 DSO 2     1235,          ,          ,          ,          ,-0.238    ,0.853     ,0.245     ,0.0139    ,    4211581
 DSO 1     1241,4.032     ,1.59      ,-0.20     ,0.0675    ,          ,          ,          ,          ,    4213237
 DSO 2     1236,          ,          ,          ,          ,-0.159    ,0.853     ,0.305     ,0.0048    ,    4221581
 DSO 1     1242,3.952     ,-2.18     ,-3.17     ,0.0615    ,          ,          ,          ,          ,    4223237
 DSO 2     1237,          ,          ,          ,          ,0.000     ,0.893     ,0.221     ,0.0151    ,    4231581
 DSO 1     1243,4.032     ,-1.59     ,1.98      ,0.0556    ,          ,          ,          ,          ,    4233237
 DSO 2     1238,          ,          ,          ,          ,-0.040    ,1.071     ,0.436     ,0.0075    ,    4241581
 DSO 1     1244,4.032     ,-5.36     ,1.79      ,0.0476    ,          ,          ,          ,          ,    4243237
 DSO 2     1239,          ,          ,          ,          ,0.179     ,1.111     ,0.329     ,0.0159    ,    4251581
 DSO 1     1245,4.032     ,1.19      ,1.79      ,0.0417    ,          ,          ,          ,          ,    4253237
 DSO 2     1240,          ,          ,          ,          ,-0.040    ,0.734     ,0.293     ,0.0183    ,    4261581
 DSO 1     1246,4.032     ,0.00      ,-0.40     ,0.0714    ,          ,          ,          ,          ,    4263237
 DSO 2     1241,          ,          ,          ,          ,0.079     ,0.952     ,0.269     ,0.0167    ,    4271581
 DSO 1     1247,4.032     ,-1.39     ,0.99      ,0.0556    ,          ,          ,          ,          ,    4273237
 DSO 2     1242,          ,          ,          ,          ,-0.099    ,1.091     ,0.543     ,0.0155    ,    4281581
 DSO 1     1248,4.032     ,-1.59     ,-1.59     ,0.0556    ,          ,          ,          ,          ,    4283237
 DSO 2     1243,          ,          ,          ,          ,-0.198    ,0.774     ,0.340     ,0.0087    ,    4291581
 DSO 1     1249,4.032     ,0.20      ,-0.79     ,0.0734    ,          ,          ,          ,          ,    4293237
 DSO 2     1244,          ,          ,          ,          ,0.040     ,0.913     ,0.281     ,0.0139    ,    4301581
 DSO 1     1250,4.032     ,-0.99     ,-0.99     ,0.0734    ,          ,          ,          ,          ,    4303237
 DSO 2     1245,          ,          ,          ,          ,0.139     ,1.052     ,0.257     ,0.0159    ,    4311581
 DSO 1     1251,3.698     ,-3.97     ,4.76      ,0.0734    ,          ,          ,          ,          ,    4313237
 DSO 2     1246,          ,          ,          ,          ,0.159     ,1.190     ,0.400     ,0.0131    ,    4321581
 DSO 1     1252,3.984     ,-5.56     ,0.99      ,0.0437    ,          ,          ,          ,          ,    4323237
 DSO 2     1247,          ,          ,          ,          ,0.079     ,0.754     ,0.448     ,0.0099    ,    4331581
 DSO 1     1253,4.032     ,-0.99     ,4.37      ,0.0635    ,          ,          ,          ,          ,    4333237
 DSO 2     1248,          ,          ,          ,          ,0.278     ,0.754     ,0.293     ,0.0107    ,    4341581
 DSO 1     1254,3.984     ,-1.39     ,3.37      ,0.0437    ,          ,          ,          ,          ,    4343237
 DSO 2     1249,          ,          ,          ,          ,-0.357    ,0.873     ,0.364     ,0.0234    ,    4351581
 DSO 1     1255,3.937     ,-2.98     ,-1.59     ,0.0754    ,          ,          ,          ,          ,    4353237
 DSO 2     1250,          ,          ,          ,          ,-0.119    ,0.853     ,0.352     ,0.0238    ,    4361581
 DSO 1     1256,4.032     ,-0.79     ,-0.40     ,0.0655    ,          ,          ,          ,          ,    4363237
 DSO 2     1251,          ,          ,          ,          ,0.139     ,0.714     ,0.340     ,0.0083    ,    4371581
 DSO 1     1257,4.032     ,-1.98     ,-1.39     ,0.0476    ,          ,          ,          ,          ,    4373237
 DSO 2     1252,          ,          ,          ,          ,0.099     ,0.873     ,0.412     ,0.0127    ,    4381581
 DSO 1     1258,4.032     ,-1.98     ,-2.58     ,0.0635    ,          ,          ,          ,          ,    4383237
 DSO 2     1253,          ,          ,          ,          ,-0.139    ,1.012     ,0.138     ,0.0143    ,    4391581
 DSO 1     1259,3.413     ,-1.59     ,1.19      ,0.0556    ,          ,          ,          ,          ,    4393237
 DSO 2     1254,          ,          ,          ,          ,-0.258    ,0.694     ,0.281     ,0.0167    ,    4401581
 DSO 1     1260,3.651     ,-5.56     ,1.39      ,0.0536    ,          ,          ,          ,          ,    4403237
 DSO 2     1255,          ,          ,          ,          ,-0.218    ,0.516     ,0.412     ,0.0151    ,    4411581
 DSO 1     1261,4.032     ,-0.99     ,3.57      ,0.0675    ,          ,          ,          ,          ,    4413237
 DSO 2     1256,          ,          ,          ,          ,-0.536    ,1.052     ,0.317     ,0.0171    ,    4421581
 DSO 1     1262,4.032     ,-1.98     ,1.39      ,0.0437    ,          ,          ,          ,          ,    4423237
 DSO 2     1257,          ,          ,          ,          ,0.218     ,1.052     ,0.293     ,0.0222    ,    4431581
 DSO 1     1263,4.032     ,0.60      ,-0.60     ,0.0357    ,          ,          ,          ,          ,    4433237
 DSO 2     1258,          ,          ,          ,          ,-0.218    ,0.813     ,0.412     ,0.0143    ,    4441581
 DSO 1     1264,4.032     ,-3.77     ,-2.18     ,0.0417    ,          ,          ,          ,          ,    4443237
 DSO 2     1259,          ,          ,          ,          ,-0.238    ,1.052     ,0.352     ,0.0139    ,    4451581
 DSO 1     1265,4.032     ,0.40      ,1.59      ,0.0635    ,          ,          ,          ,          ,    4453237
 DSO 2     1260,          ,          ,          ,          ,-0.317    ,0.595     ,0.138     ,0.0075    ,    4461581
 DSO 1     1266,4.032     ,0.99      ,-4.76     ,0.0575    ,          ,          ,          ,          ,    4463237
 DSO 2     1261,          ,          ,          ,          ,0.079     ,1.151     ,0.352     ,0.0143    ,    4471581
 DSO 1     1267,3.984     ,-0.60     ,0.60      ,0.0496    ,          ,          ,          ,          ,    4473237
 DSO 2     1262,          ,          ,          ,          ,-0.179    ,0.754     ,0.400     ,0.0143    ,    4481581
 DSO 1     1268,3.921     ,-5.36     ,1.59      ,0.0556    ,          ,          ,          ,          ,    4483237
 DSO 2     1263,          ,          ,          ,          ,-0.060    ,0.774     ,0.602     ,0.0131    ,    4491581
 DSO 1     1269,4.032     ,-0.60     ,-0.79     ,0.0258    ,          ,          ,          ,          ,    4493237
 DSO 2     1264,          ,          ,          ,          ,-0.397    ,0.714     ,0.233     ,0.0179    ,    4501581
 DSO 1     1270,4.032     ,-2.18     ,0.40      ,0.0397    ,          ,          ,          ,          ,    4503237
 DSO 2     1265,          ,          ,          ,          ,0.099     ,0.813     ,0.579     ,0.0198    ,    4511581
 DSO 1     1271,4.032     ,-3.77     ,-2.58     ,0.0536    ,          ,          ,          ,          ,    4513237
 DSO 2     1266,          ,          ,          ,          ,0.298     ,1.071     ,0.293     ,0.0155    ,    4521581
 DSO 1     1272,4.032     ,-1.19     ,-3.17     ,0.0595    ,          ,          ,          ,          ,    4523237
 DSO 2     1267,          ,          ,          ,          ,-0.218    ,0.655     ,0.257     ,0.0099    ,    4531581
 DSO 1     1273,4.032     ,-2.18     ,1.39      ,0.0417    ,          ,          ,          ,          ,    4533237
 DSO 2     1268,          ,          ,          ,          ,-0.278    ,0.933     ,0.102     ,0.0044    ,    4541581
 DSO 1     1274,4.032     ,-0.99     ,-1.98     ,0.0536    ,          ,          ,          ,          ,    4543237
 DSO 2     1269,          ,          ,          ,          ,-0.099    ,0.536     ,0.186     ,0.0087    ,    4551581
 DSO 1     1275,3.873     ,-1.98     ,0.20      ,0.0516    ,          ,          ,          ,          ,    4553237
 DSO 2     1270,          ,          ,          ,          ,-0.040    ,0.813     ,0.424     ,0.0127    ,    4561581
 DSO 1     1276,3.556     ,-3.77     ,0.20      ,0.0575    ,          ,          ,          ,          ,    4563237
 DSO 2     1271,          ,          ,          ,          ,0.079     ,1.091     ,0.400     ,0.0048    ,    4571581
 DSO 1     1277,2.778     ,-4.76     ,3.77      ,0.0357    ,          ,          ,          ,          ,    4573237
 DSO 2     1272,          ,          ,          ,          ,-0.139    ,0.734     ,0.364     ,0.0167    ,    4581581
 DSO 1     1278,2.381     ,-0.40     ,2.38      ,0.0417    ,          ,          ,          ,          ,    4583237
 DSO 2     1273,          ,          ,          ,          ,-0.337    ,0.833     ,0.352     ,0.0230    ,    4591581
 DSO 1     1279,2.571     ,0.79      ,4.17      ,0.0516    ,          ,          ,          ,          ,    4593237
 DSO 2     1274,          ,          ,          ,          ,-0.159    ,0.913     ,0.388     ,0.0159    ,    4601581
 DSO 1     1280,3.286     ,-3.97     ,-3.97     ,0.0694    ,          ,          ,          ,          ,    4603237
 DSO 2     1275,          ,          ,          ,          ,-0.198    ,0.575     ,0.483     ,0.0179    ,    4611581
 DSO 1     1281,3.556     ,-3.17     ,-0.99     ,0.0635    ,          ,          ,          ,          ,    4613237
 DSO 2     1276,          ,          ,          ,          ,-0.317    ,0.952     ,0.245     ,0.0107    ,    4621581
 DSO 1     1282,3.127     ,1.98      ,-1.98     ,0.0536    ,          ,          ,          ,          ,    4623237
 DSO 2     1277,          ,          ,          ,          ,-0.159    ,0.794     ,0.293     ,0.0083    ,    4631581
 DSO 1     1283,2.984     ,-0.99     ,-2.18     ,0.0516    ,          ,          ,          ,          ,    4633237
 DSO 2     1278,          ,          ,          ,          ,-0.179    ,0.952     ,0.317     ,0.0115    ,    4641581
 DSO 1     1284,2.524     ,0.00      ,0.00      ,0.0873    ,          ,          ,          ,          ,    4643237
 DSO 2     1279,          ,          ,          ,          ,0.258     ,0.853     ,0.400     ,0.0071    ,    4651581
 DSO 1     1285,2.238     ,-4.96     ,1.19      ,0.0377    ,          ,          ,          ,          ,    4653237
 DSO 2     1280,          ,          ,          ,          ,-0.079    ,0.714     ,0.329     ,0.0131    ,    4661581
 DSO 1     1286,2.571     ,-0.79     ,0.79      ,0.0575    ,          ,          ,          ,          ,    4663237
 DSO 2     1281,          ,          ,          ,          ,0.000     ,0.833     ,0.460     ,0.0075    ,    4671581
 DSO 1     1287,2.857     ,-3.17     ,0.20      ,0.0357    ,          ,          ,          ,          ,    4673237
 DSO 2     1282,          ,          ,          ,          ,0.000     ,0.873     ,0.329     ,0.0131    ,    4681581
 DSO 1     1288,2.556     ,-2.18     ,0.60      ,0.0476    ,          ,          ,          ,          ,    4683237
 DSO 2     1283,          ,          ,          ,          ,-0.060    ,1.012     ,0.424     ,0.0131    ,    4691581
 DSO 1     1289,2.492     ,-4.17     ,0.00      ,0.0397    ,          ,          ,          ,          ,    4693237
 DSO 2     1284,          ,          ,          ,          ,-0.099    ,0.675     ,0.007     ,0.0091    ,    4701581
 DSO 1     1290,2.460     ,0.60      ,-3.17     ,0.0873    ,          ,          ,          ,          ,    4703237
 DSO 2     1285,          ,          ,          ,          ,-0.258    ,1.012     ,0.019     ,0.0139    ,    4711581
 DSO 1     1291,2.270     ,-2.18     ,-0.40     ,0.0496    ,          ,          ,          ,          ,    4713237
 DSO 2     1286,          ,          ,          ,          ,-0.298    ,0.972     ,0.460     ,0.0111    ,    4721581
 DSO 1     1292,2.333     ,-4.96     ,1.59      ,0.0675    ,          ,          ,          ,          ,    4723237
 DSO 2     1287,          ,          ,          ,          ,0.099     ,0.675     ,0.352     ,0.0060    ,    4731581
 DSO 1     1293,2.048     ,-2.38     ,2.18      ,0.0278    ,          ,          ,          ,          ,    4733237
 DSO 2     1288,          ,          ,          ,          ,-0.298    ,0.595     ,0.340     ,0.0135    ,    4741581
 DSO 1     1294,1.873     ,-2.38     ,3.37      ,0.0536    ,          ,          ,          ,          ,    4743237
 DSO 2     1289,          ,          ,          ,          ,-0.040    ,0.595     ,0.400     ,0.0175    ,    4751581
 DSO 1     1295,2.063     ,-2.18     ,3.57      ,0.0278    ,          ,          ,          ,          ,    4753237
 DSO 2     1290,          ,          ,          ,          ,-0.119    ,1.032     ,0.567     ,0.0127    ,    4761581
 DSO 1     1296,2.190     ,-0.20     ,1.59      ,0.0516    ,          ,          ,          ,          ,    4763237
 DSO 2     1291,          ,          ,          ,          ,-0.159    ,0.734     ,0.507     ,0.0206    ,    4771581
 DSO 1     1297,2.349     ,-1.79     ,-0.40     ,0.0456    ,          ,          ,          ,          ,    4773237
 DSO 2     1292,          ,          ,          ,          ,-0.278    ,0.774     ,0.269     ,0.0119    ,    4781581
 DSO 1     1298,2.429     ,-3.97     ,-1.19     ,0.0575    ,          ,          ,          ,          ,    4783237
 DSO 2     1293,          ,          ,          ,          ,0.020     ,0.714     ,0.126     ,0.0111    ,    4791581
 DSO 1     1299,2.111     ,3.37      ,-1.19     ,0.0476    ,          ,          ,          ,          ,    4793237
 DSO 2     1294,          ,          ,          ,          ,-0.258    ,0.853     ,0.352     ,0.0107    ,    4801581
 DSO 1     1300,1.937     ,-4.17     ,0.40      ,0.0873    ,          ,          ,          ,          ,    4803237
 DSO 2     1295,          ,          ,          ,          ,-0.159    ,1.012     ,0.305     ,0.0024    ,    4811581
 DSO 1     1301,1.540     ,-3.97     ,3.57      ,0.0496    ,          ,          ,          ,          ,    4813237
 DSO 2     1296,          ,          ,          ,          ,-0.079    ,0.794     ,0.412     ,0.0167    ,    4821581
 DSO 1     1302,1.651     ,3.17      ,1.98      ,0.0754    ,          ,          ,          ,          ,    4823237
 DSO 2     1297,          ,          ,          ,          ,-0.179    ,0.754     ,0.221     ,0.0179    ,    4831581
 DSO 1     1303,1.746     ,-1.98     ,3.97      ,0.0813    ,          ,          ,          ,          ,    4833237
 DSO 2     1298,          ,          ,          ,          ,0.079     ,0.655     ,0.376     ,0.0190    ,    4841581
 DSO 1     1304,1.730     ,-3.17     ,0.99      ,0.0655    ,          ,          ,          ,          ,    4843237
 DSO 2     1299,          ,          ,          ,          ,-0.159    ,0.873     ,0.495     ,0.0187    ,    4851581
 DSO 1     1305,1.825     ,-2.98     ,-2.78     ,0.0476    ,          ,          ,          ,          ,    4853237
 DSO 2     1300,          ,          ,          ,          ,0.139     ,0.714     ,0.329     ,0.0119    ,    4861581
 DSO 1     1306,1.571     ,0.20      ,-0.20     ,0.0615    ,          ,          ,          ,          ,    4863237
 DSO 2     1301,          ,          ,          ,          ,-0.060    ,0.833     ,0.233     ,0.0103    ,    4871581
 DSO 1     1307,1.714     ,0.79      ,1.59      ,0.0317    ,          ,          ,          ,          ,    4873237
 DSO 2     1302,          ,          ,          ,          ,-0.317    ,0.754     ,0.340     ,0.0115    ,    4881581
 DSO 1     1308,1.476     ,1.79      ,-3.17     ,0.0536    ,          ,          ,          ,          ,    4883237
 DSO 2     1303,          ,          ,          ,          ,-0.179    ,0.794     ,0.186     ,0.0063    ,    4891581
 DSO 1     1309,1.381     ,-3.77     ,4.96      ,0.0437    ,          ,          ,          ,          ,    4893237
 DSO 2     1304,          ,          ,          ,          ,0.020     ,0.774     ,0.174     ,0.0095    ,    4901581
 DSO 1     1310,1.159     ,-1.79     ,-0.60     ,0.0357    ,          ,          ,          ,          ,    4903237
 DSO 2     1305,          ,          ,          ,          ,-0.040    ,0.595     ,0.424     ,0.0218    ,    4911581
 DSO 1     1311,1.238     ,-3.37     ,2.98      ,0.0238    ,          ,          ,          ,          ,    4913237
 DSO 2     1306,          ,          ,          ,          ,0.040     ,0.933     ,0.281     ,0.0175    ,    4921581
 DSO 1     1312,1.254     ,-2.58     ,0.99      ,0.0159    ,          ,          ,          ,          ,    4923237
 DSO 2     1307,          ,          ,          ,          ,-0.020    ,0.813     ,0.412     ,0.0206    ,    4931581
 DSO 1     1313,1.333     ,-0.99     ,0.40      ,0.0595    ,          ,          ,          ,          ,    4933237
 DSO 2     1308,          ,          ,          ,          ,0.040     ,0.813     ,0.293     ,0.0163    ,    4941581
 DSO 1     1314,1.429     ,-3.17     ,1.19      ,0.0337    ,          ,          ,          ,          ,    4943237
 DSO 2     1309,          ,          ,          ,          ,0.060     ,0.476     ,0.269     ,0.0115    ,    4951581
 DSO 1     1315,1.381     ,-1.39     ,0.99      ,0.0556    ,          ,          ,          ,          ,    4953237
 DSO 2     1310,          ,          ,          ,          ,-0.079    ,0.556     ,0.305     ,0.0091    ,    4961581
 DSO 1     1316,1.540     ,0.20      ,-1.79     ,0.0536    ,          ,          ,          ,          ,    4963237
 DSO 2     1311,          ,          ,          ,          ,-0.139    ,0.615     ,0.352     ,0.0099    ,    4971581
 DSO 1     1317,0.762     ,-5.16     ,3.97      ,0.0556    ,          ,          ,          ,          ,    4973237
 DSO 2     1312,          ,          ,          ,          ,0.040     ,0.635     ,0.198     ,0.0115    ,    4981581
 DSO 1     1318,0.778     ,0.60      ,1.59      ,0.0496    ,          ,          ,          ,          ,    4983237
 DSO 2     1313,          ,          ,          ,          ,-0.040    ,0.694     ,0.329     ,0.0190    ,    4991581
 DSO 1     1319,0.762     ,1.79      ,4.76      ,0.0496    ,          ,          ,          ,          ,    4993237
 DSO 2     1314,          ,          ,          ,          ,-0.119    ,0.794     ,0.590     ,0.0171    ,    5001581
 DSO 1     1320,0.984     ,-5.16     ,3.17      ,0.0238    ,          ,          ,          ,          ,    5003237
 DSO 2     1315,          ,          ,          ,          ,-0.238    ,0.813     ,0.352     ,0.0210    ,    5011581
 DSO 1     1321,0.841     ,-2.38     ,-0.40     ,0.0536    ,          ,          ,          ,          ,    5013237
 DSO 2     1316,          ,          ,          ,          ,-0.198    ,0.774     ,0.269     ,0.0218    ,    5021581
 DSO 1     1322,0.952     ,2.78      ,-2.98     ,0.0655    ,          ,          ,          ,          ,    5023237
 DSO 2     1317,          ,          ,          ,          ,0.139     ,0.774     ,0.186     ,0.0099    ,    5031581
 DSO 1     1323,0.873     ,-1.79     ,-0.60     ,0.0893    ,          ,          ,          ,          ,    5033237
 DSO 2     1318,          ,          ,          ,          ,-0.119    ,0.437     ,0.352     ,0.0083    ,    5041581
 DSO 1     1324,0.619     ,0.00      ,0.99      ,0.0635    ,          ,          ,          ,          ,    5043237
 DSO 2     1319,          ,          ,          ,          ,0.000     ,0.437     ,0.436     ,0.0095    ,    5051581
 DSO 1     1325,0.571     ,-3.37     ,1.39      ,0.0496    ,          ,          ,          ,          ,    5053237
 DSO 2     1320,          ,          ,          ,          ,0.079     ,0.694     ,0.198     ,0.0238    ,    5061581
 DSO 1     1326,0.651     ,-3.97     ,1.39      ,0.0298    ,          ,          ,          ,          ,    5063237
 DSO 2     1321,          ,          ,          ,          ,0.119     ,0.179     ,0.317     ,0.0190    ,    5071581
 DSO 1     1327,0.317     ,-2.98     ,2.98      ,0.0516    ,          ,          ,          ,          ,    5073237
 DSO 2     1322,          ,          ,          ,          ,-0.317    ,0.337     ,0.471     ,0.0187    ,    5081581
 DSO 1     1328,0.444     ,-0.60     ,1.98      ,0.0496    ,          ,          ,          ,          ,    5083237
 DSO 2     1323,          ,          ,          ,          ,-0.060    ,0.417     ,0.436     ,0.0115    ,    5091581
 DSO 1     1329,0.746     ,0.60      ,-1.39     ,0.0278    ,          ,          ,          ,          ,    5093237
 DSO 2     1324,          ,          ,          ,          ,0.119     ,0.437     ,0.126     ,0.0139    ,    5101581
 DSO 1     1330,0.571     ,-0.99     ,0.40      ,0.0595    ,          ,          ,          ,          ,    5103237
 DSO 2     1325,          ,          ,          ,          ,-0.159    ,0.694     ,0.090     ,0.0075    ,    5111581
 DSO 1     1331,0.413     ,0.79      ,0.20      ,0.0496    ,          ,          ,          ,          ,    5113237
 DSO 2     1326,          ,          ,          ,          ,-0.476    ,0.615     ,0.317     ,0.0143    ,    5121581
 DSO 1     1332,0.095     ,0.00      ,-2.38     ,0.0496    ,          ,          ,          ,          ,    5123237
 DSO 2     1327,          ,          ,          ,          ,0.000     ,0.575     ,0.281     ,0.0115    ,    5131581
 DSO 1     1333,0.175     ,-3.57     ,1.98      ,0.0317    ,          ,          ,          ,          ,    5133237
 DSO 2     1328,          ,          ,          ,          ,0.139     ,0.635     ,0.317     ,0.0198    ,    5141581
 DSO 1     1334,-0.032    ,-2.98     ,0.40      ,0.0615    ,          ,          ,          ,          ,    5143237
 DSO 2     1329,          ,          ,          ,          ,-0.119    ,0.734     ,0.400     ,0.0167    ,    5151581
 DSO 1     1335,0.333     ,-3.97     ,2.18      ,0.0694    ,          ,          ,          ,          ,    5153237
 DSO 2     1330,          ,          ,          ,          ,-0.040    ,0.536     ,0.400     ,0.0087    ,    5161581
 DSO 1     1336,0.238     ,-0.40     ,3.97      ,0.0476    ,          ,          ,          ,          ,    5163237
 DSO 2     1331,          ,          ,          ,          ,-0.119    ,0.337     ,0.531     ,0.0214    ,    5171581
 DSO 1     1337,0.413     ,0.99      ,-1.39     ,0.0635    ,          ,          ,          ,          ,    5173237
 DSO 2     1332,          ,          ,          ,          ,-0.060    ,0.357     ,0.436     ,0.0214    ,    5181581
 DSO 1     1338,0.159     ,-1.98     ,2.18      ,0.0417    ,          ,          ,          ,          ,    5183237
 DSO 2     1333,          ,          ,          ,          ,-0.357    ,0.615     ,0.221     ,0.0151    ,    5191581
 DSO 1     1339,0.048     ,-0.40     ,-0.99     ,0.0754    ,          ,          ,          ,          ,    5193237
 DSO 2     1334,          ,          ,          ,          ,-0.258    ,0.357     ,0.245     ,0.0127    ,    5201581
 DSO 1     1340,0.270     ,1.59      ,-0.20     ,0.0694    ,          ,          ,          ,          ,    5203237
 DSO 2     1335,          ,          ,          ,          ,-0.159    ,0.337     ,0.281     ,0.0040    ,    5211581
 DSO 1     1341,-0.032    ,-1.98     ,-3.37     ,0.0655    ,          ,          ,          ,          ,    5213237
 DSO 2     1336,          ,          ,          ,          ,0.020     ,0.397     ,0.198     ,0.0139    ,    5221581
 DSO 1     1342,-0.032    ,-1.39     ,1.39      ,0.0595    ,          ,          ,          ,          ,    5223237
 DSO 2     1337,          ,          ,          ,          ,-0.099    ,0.536     ,0.436     ,0.0067    ,    5231581
 DSO 1     1343,-0.032    ,-5.36     ,1.19      ,0.0496    ,          ,          ,          ,          ,    5233237
 DSO 2     1338,          ,          ,          ,          ,0.179     ,0.655     ,0.329     ,0.0155    ,    5241581
 DSO 1     1344,-0.032    ,1.59      ,1.59      ,0.0496    ,          ,          ,          ,          ,    5243237
 DSO 2     1339,          ,          ,          ,          ,-0.060    ,0.258     ,0.281     ,0.0167    ,    5251581
 DSO 1     1345,-0.032    ,0.60      ,-0.79     ,0.0754    ,          ,          ,          ,          ,    5253237
 DSO 2     1340,          ,          ,          ,          ,0.119     ,0.437     ,0.281     ,0.0147    ,    5261581
 DSO 1     1346,0.111     ,-0.79     ,0.79      ,0.0635    ,          ,          ,          ,          ,    5263237
 DSO 2     1341,          ,          ,          ,          ,-0.060    ,0.595     ,0.519     ,0.0143    ,    5271581
 DSO 1     1347,0.016     ,-1.39     ,-1.98     ,0.0575    ,          ,          ,          ,          ,    5273237
 DSO 2     1342,          ,          ,          ,          ,-0.179    ,0.298     ,0.329     ,0.0083    ,    5281581
 DSO 1     1348,-0.032    ,0.40      ,-0.79     ,0.0813    ,          ,          ,          ,          ,    5283237
 DSO 2     1343,          ,          ,          ,          ,0.020     ,0.417     ,0.293     ,0.0135    ,    5291581
 DSO 1     1349,-0.032    ,-0.60     ,-0.99     ,0.0794    ,          ,          ,          ,          ,    5293237
 DSO 2     1344,          ,          ,          ,          ,0.119     ,0.635     ,0.269     ,0.0143    ,    5301581
 DSO 1     1350,-0.032    ,-3.57     ,4.56      ,0.0813    ,          ,          ,          ,          ,    5303237
 DSO 2     1345,          ,          ,          ,          ,0.179     ,0.714     ,0.388     ,0.0115    ,    5311581
 DSO 1     1351,-0.032    ,-5.75     ,0.60      ,0.0496    ,          ,          ,          ,          ,    5313237
 DSO 2     1346,          ,          ,          ,          ,0.079     ,0.278     ,0.460     ,0.0091    ,    5321581
 DSO 1     1352,-0.032    ,-0.79     ,4.17      ,0.0714    ,          ,          ,          ,          ,    5323237
 DSO 2     1347,          ,          ,          ,          ,0.278     ,0.278     ,0.293     ,0.0099    ,    5331581
 DSO 1     1353,-0.032    ,-1.59     ,3.17      ,0.0496    ,          ,          ,          ,          ,    5333237
 DSO 2     1348,          ,          ,          ,          ,-0.337    ,0.417     ,0.364     ,0.0222    ,    5341581
 DSO 1     1354,-0.032    ,-2.98     ,-1.59     ,0.0794    ,          ,          ,          ,          ,    5343237
 DSO 2     1349,          ,          ,          ,          ,-0.099    ,0.377     ,0.329     ,0.0230    ,    5351581
 DSO 1     1355,-0.032    ,-0.40     ,-0.79     ,0.0694    ,          ,          ,          ,          ,    5353237
 DSO 2     1350,          ,          ,          ,          ,0.060     ,0.238     ,0.352     ,0.0052    ,    5361581
 DSO 1     1356,-0.032    ,-1.79     ,-1.59     ,0.0575    ,          ,          ,          ,          ,    5363237
 DSO 2     1351,          ,          ,          ,          ,0.099     ,0.397     ,0.412     ,0.0119    ,    5371581
 DSO 1     1357,-0.032    ,-1.98     ,-2.98     ,0.0734    ,          ,          ,          ,          ,    5373237
 DSO 2     1352,          ,          ,          ,          ,-0.139    ,0.575     ,0.126     ,0.0143    ,    5381581
 DSO 1     1358,-0.032    ,-1.59     ,0.99      ,0.0635    ,          ,          ,          ,          ,    5383237
 DSO 2     1353,          ,          ,          ,          ,-0.278    ,0.198     ,0.317     ,0.0147    ,    5391581
 DSO 1     1359,-0.032    ,-5.36     ,1.19      ,0.0655    ,          ,          ,          ,          ,    5393237
 DSO 2     1354,          ,          ,          ,          ,-0.218    ,0.060     ,0.412     ,0.0139    ,    5401581
 DSO 1     1360,-0.032    ,-0.60     ,3.57      ,0.0833    ,          ,          ,          ,          ,    5403237
 DSO 2     1355,          ,          ,          ,          ,-0.536    ,0.556     ,0.352     ,0.0155    ,    5411581
 DSO 1     1361,-0.032    ,-1.79     ,1.19      ,0.0575    ,          ,          ,          ,          ,    5413237
 DSO 2     1356,          ,          ,          ,          ,0.198     ,0.595     ,0.293     ,0.0210    ,    5421581
