               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,           
Sample         ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,  Timestamp
 DSO 2     3761,          ,          ,          ,          ,0.278     ,0.020     ,0.602     ,0.0246    ,   29473138
 DSO 1     3768,2.111     ,1.19      ,1.19      ,0.0595    ,          ,          ,          ,          ,   29482724
 DSO 2     3762,          ,          ,          ,          ,-0.060    ,-0.437    ,0.424     ,0.0159    ,   29483138
 DSO 1     3769,2.032     ,0.60      ,1.79      ,0.0734    ,          ,          ,          ,          ,   29492724
 DSO 2     3763,          ,          ,          ,          ,-0.258    ,-0.357    ,0.376     ,0.0139    ,   29493138
 DSO 1     3770,1.746     ,0.60      ,4.96      ,0.0476    ,          ,          ,          ,          ,   29502724
 DSO 2     3764,          ,          ,          ,          ,0.040     ,-0.159    ,0.448     ,0.0206    ,   29503138
 DSO 1     3771,1.937     ,-0.79     ,1.79      ,0.0794    ,          ,          ,          ,          ,   29512724
 DSO 2     3765,          ,          ,          ,          ,0.159     ,-0.298    ,0.400     ,0.0107    ,   29513138
 DSO 1     3772,1.968     ,-0.40     ,0.40      ,0.0694    ,          ,          ,          ,          ,   29522724
 DSO 2     3766,          ,          ,          ,          ,0.218     ,0.099     ,0.686     ,0.0159    ,   29523138
 DSO 1     3773,2.063     ,2.78      ,1.19      ,0.0754    ,          ,          ,          ,          ,   29532724
 DSO 2     3767,          ,          ,          ,          ,0.278     ,-0.020    ,0.507     ,0.0159    ,   29533138
 DSO 1     3774,2.127     ,2.58      ,0.79      ,0.0714    ,          ,          ,          ,          ,   29542724
 DSO 2     3768,          ,          ,          ,          ,0.139     ,0.139     ,0.531     ,0.0230    ,   29543138
 DSO 1     3775,2.063     ,4.17      ,0.40      ,0.0754    ,          ,          ,          ,          ,   29552724
 DSO 2     3769,          ,          ,          ,          ,0.198     ,0.020     ,0.638     ,0.0187    ,   29553138
 DSO 1     3776,2.032     ,2.78      ,2.38      ,0.0694    ,          ,          ,          ,          ,   29562724
 DSO 2     3770,          ,          ,          ,          ,0.020     ,-0.218    ,0.507     ,0.0198    ,   29563138
 DSO 1     3777,2.127     ,-1.79     ,0.00      ,0.0615    ,          ,          ,          ,          ,   29572724
 DSO 2     3771,          ,          ,          ,          ,-0.139    ,-0.198    ,0.412     ,0.0163    ,   29573138
 DSO 1     3778,2.016     ,-0.40     ,3.57      ,0.0754    ,          ,          ,          ,          ,   29582724
 DSO 2     3772,          ,          ,          ,          ,0.179     ,-0.179    ,0.233     ,0.0194    ,   29583138
 DSO 1     3779,2.063     ,-1.19     ,2.38      ,0.0714    ,          ,          ,          ,          ,   29592724
 DSO 2     3773,          ,          ,          ,          ,0.079     ,-0.298    ,0.460     ,0.0143    ,   29593138
 DSO 1     3780,1.810     ,1.19      ,2.78      ,0.0536    ,          ,          ,          ,          ,   29602724
 DSO 2     3774,          ,          ,          ,          ,0.496     ,0.278     ,0.638     ,0.0218    ,   29603138
 DSO 1     3781,2.032     ,-2.18     ,3.77      ,0.0437    ,          ,          ,          ,          ,   29612724
 DSO 2     3775,          ,          ,          ,          ,0.357     ,0.575     ,0.519     ,0.0183    ,   29613138
 DSO 1     3782,1.984     ,0.20      ,4.17      ,0.0635    ,          ,          ,          ,          ,   29622724
 DSO 2     3776,          ,          ,          ,          ,0.258     ,0.278     ,0.590     ,0.0254    ,   29623138
 DSO 1     3783,2.333     ,0.99      ,3.57      ,0.0774    ,          ,          ,          ,          ,   29632724
 DSO 2     3777,          ,          ,          ,          ,0.040     ,0.000     ,0.448     ,0.0258    ,   29633138
 DSO 1     3784,2.175     ,-1.19     ,3.37      ,0.0913    ,          ,          ,          ,          ,   29642724
 DSO 2     3778,          ,          ,          ,          ,0.020     ,-0.417    ,0.364     ,0.0159    ,   29643138
 DSO 1     3785,1.873     ,1.19      ,3.97      ,0.0813    ,          ,          ,          ,          ,   29652724
 DSO 2     3779,          ,          ,          ,          ,-0.317    ,-0.258    ,0.305     ,0.0175    ,   29653138
 DSO 1     3786,1.762     ,-2.98     ,5.75      ,0.0734    ,          ,          ,          ,          ,   29662724
 DSO 2     3780,          ,          ,          ,          ,-0.238    ,-0.159    ,0.436     ,0.0183    ,   29663138
 DSO 1     3787,1.730     ,-2.18     ,1.59      ,0.0675    ,          ,          ,          ,          ,   29672724
 DSO 2     3781,          ,          ,          ,          ,-0.139    ,-0.099    ,0.317     ,0.0175    ,   29673138
 DSO 1     3788,2.000     ,-1.79     ,-0.79     ,0.0754    ,          ,          ,          ,          ,   29682724
 DSO 2     3782,          ,          ,          ,          ,0.298     ,0.119     ,0.602     ,0.0214    ,   29683138
 DSO 1     3789,1.905     ,-0.40     ,3.97      ,0.0635    ,          ,          ,          ,          ,   29692724
 DSO 2     3783,          ,          ,          ,          ,0.198     ,-0.159    ,0.507     ,0.0226    ,   29693138
 DSO 1     3790,2.095     ,3.37      ,5.95      ,0.0734    ,          ,          ,          ,          ,   29702724
 DSO 2     3784,          ,          ,          ,          ,0.258     ,0.179     ,0.650     ,0.0258    ,   29703138
 DSO 1     3791,2.032     ,-0.40     ,2.98      ,0.1071    ,          ,          ,          ,          ,   29712724
 DSO 2     3785,          ,          ,          ,          ,0.079     ,0.337     ,0.662     ,0.0202    ,   29713138
 DSO 1     3792,2.159     ,2.58      ,4.37      ,0.0972    ,          ,          ,          ,          ,   29722724
 DSO 2     3786,          ,          ,          ,          ,-0.119    ,-0.536    ,0.424     ,0.0163    ,   29723138
 DSO 1     3793,2.063     ,2.58      ,0.60      ,0.0833    ,          ,          ,          ,          ,   29732724
 DSO 2     3787,          ,          ,          ,          ,0.020     ,-0.298    ,0.281     ,0.0163    ,   29733138
 DSO 1     3794,1.714     ,0.00      ,3.57      ,0.0694    ,          ,          ,          ,          ,   29742724
 DSO 2     3788,          ,          ,          ,          ,-0.258    ,-0.516    ,0.329     ,0.0183    ,   29743138
 DSO 1     3795,2.079     ,-0.60     ,0.60      ,0.0675    ,          ,          ,          ,          ,   29752724
 DSO 2     3789,          ,          ,          ,          ,-0.020    ,-0.119    ,0.400     ,0.0183    ,   29753138
 DSO 1     3796,2.159     ,1.19      ,2.38      ,0.0635    ,          ,          ,          ,          ,   29762724
 DSO 2     3790,          ,          ,          ,          ,0.238     ,0.198     ,0.555     ,0.0151    ,   29763138
 DSO 1     3797,2.127     ,1.79      ,0.60      ,0.0615    ,          ,          ,          ,          ,   29772724
 DSO 2     3791,          ,          ,          ,          ,0.298     ,0.198     ,0.614     ,0.0194    ,   29773138
 DSO 1     3798,2.206     ,-0.99     ,4.37      ,0.0952    ,          ,          ,          ,          ,   29782724
 DSO 2     3792,          ,          ,          ,          ,0.278     ,0.000     ,0.519     ,0.0202    ,   29783138
 DSO 1     3799,2.238     ,0.00      ,1.79      ,0.0873    ,          ,          ,          ,          ,   29792724
 DSO 2     3793,          ,          ,          ,          ,0.218     ,-0.079    ,0.281     ,0.0171    ,   29793138
 DSO 1     3800,2.016     ,0.40      ,0.99      ,0.1032    ,          ,          ,          ,          ,   29802724
 DSO 2     3794,          ,          ,          ,          ,0.179     ,0.238     ,0.698     ,0.0190    ,   29803138
 DSO 1     3801,2.175     ,0.60      ,-0.40     ,0.0992    ,          ,          ,          ,          ,   29812724
 DSO 2     3795,          ,          ,          ,          ,-0.417    ,-0.337    ,0.352     ,0.0159    ,   29813138
 DSO 1     3802,1.698     ,-2.38     ,1.19      ,0.0734    ,          ,          ,          ,          ,   29822724
 DSO 2     3796,          ,          ,          ,          ,-0.159    ,-0.119    ,0.233     ,0.0139    ,   29823138
 DSO 1     3803,2.048     ,-0.99     ,3.17      ,0.0734    ,          ,          ,          ,          ,   29832724
 DSO 2     3797,          ,          ,          ,          ,0.159     ,-0.417    ,0.519     ,0.0246    ,   29833138
 DSO 1     3804,2.032     ,0.99      ,1.79      ,0.0714    ,          ,          ,          ,          ,   29842724
 DSO 2     3798,          ,          ,          ,          ,-0.437    ,-0.377    ,0.483     ,0.0179    ,   29843138
 DSO 1     3805,1.984     ,0.00      ,2.98      ,0.0615    ,          ,          ,          ,          ,   29852724
 DSO 2     3799,          ,          ,          ,          ,0.417     ,0.040     ,0.579     ,0.0210    ,   29853138
 DSO 1     3806,1.984     ,-0.20     ,3.17      ,0.1091    ,          ,          ,          ,          ,   29862724
 DSO 2     3800,          ,          ,          ,          ,0.298     ,-0.119    ,0.531     ,0.0294    ,   29863138
 DSO 1     3807,2.175     ,-1.59     ,-0.20     ,0.1151    ,          ,          ,          ,          ,   29872724
 DSO 2     3801,          ,          ,          ,          ,0.337     ,0.079     ,0.531     ,0.0179    ,   29873138
 DSO 1     3808,2.159     ,0.79      ,3.77      ,0.0952    ,          ,          ,          ,          ,   29882724
 DSO 2     3802,          ,          ,          ,          ,0.337     ,0.258     ,0.531     ,0.0230    ,   29883138
 DSO 1     3809,1.841     ,1.79      ,1.19      ,0.0794    ,          ,          ,          ,          ,   29892724
 DSO 2     3803,          ,          ,          ,          ,0.020     ,-0.357    ,0.257     ,0.0190    ,   29893138
 DSO 1     3810,1.968     ,1.59      ,2.18      ,0.0595    ,          ,          ,          ,          ,   29902724
 DSO 2     3804,          ,          ,          ,          ,-0.179    ,-0.298    ,0.400     ,0.0171    ,   29903138
 DSO 1     3811,2.032     ,-2.38     ,1.39      ,0.0853    ,          ,          ,          ,          ,   29912724
 DSO 2     3805,          ,          ,          ,          ,-0.079    ,0.119     ,0.412     ,0.0234    ,   29913138
 DSO 1     3812,1.841     ,-1.19     ,3.37      ,0.0278    ,          ,          ,          ,          ,   29922724
 DSO 2     3806,          ,          ,          ,          ,-0.040    ,-0.317    ,0.495     ,0.0175    ,   29923138
 DSO 1     3813,1.984     ,-1.19     ,-1.19     ,0.0635    ,          ,          ,          ,          ,   29932724
 DSO 2     3807,          ,          ,          ,          ,0.119     ,0.258     ,0.662     ,0.0171    ,   29933138
 DSO 1     3814,1.921     ,-1.39     ,3.37      ,0.0853    ,          ,          ,          ,          ,   29942724
 DSO 2     3808,          ,          ,          ,          ,0.337     ,0.079     ,0.495     ,0.0218    ,   29943138
 DSO 1     3815,2.127     ,-1.79     ,1.39      ,0.0913    ,          ,          ,          ,          ,   29952724
 DSO 2     3809,          ,          ,          ,          ,0.119     ,-0.179    ,0.579     ,0.0238    ,   29953138
 DSO 1     3816,2.016     ,-1.59     ,2.38      ,0.0734    ,          ,          ,          ,          ,   29962724
 DSO 2     3810,          ,          ,          ,          ,0.337     ,0.119     ,0.483     ,0.0222    ,   29963138
 DSO 1     3817,2.175     ,4.76      ,4.56      ,0.1052    ,          ,          ,          ,          ,   29972724
 DSO 2     3811,          ,          ,          ,          ,-0.079    ,-0.496    ,0.257     ,0.0139    ,   29973138
 DSO 1     3818,2.206     ,0.79      ,4.96      ,0.1171    ,          ,          ,          ,          ,   29982724
 DSO 2     3812,          ,          ,          ,          ,-0.060    ,-0.218    ,0.245     ,0.0119    ,   29983138
 DSO 1     3819,1.873     ,-3.17     ,2.38      ,0.0774    ,          ,          ,          ,          ,   29992724
 DSO 2     3813,          ,          ,          ,          ,-0.198    ,-0.357    ,0.460     ,0.0171    ,   29993138
 DSO 1     3820,1.810     ,-0.60     ,4.76      ,0.0456    ,          ,          ,          ,          ,   30002724
 DSO 2     3814,          ,          ,          ,          ,-0.060    ,-0.377    ,0.495     ,0.0099    ,   30003138
 DSO 1     3821,1.937     ,1.39      ,2.38      ,0.0794    ,          ,          ,          ,          ,   30012724
 DSO 2     3815,          ,          ,          ,          ,0.496     ,0.278     ,0.519     ,0.0179    ,   30013138
 DSO 1     3822,2.111     ,-0.60     ,5.36      ,0.0377    ,          ,          ,          ,          ,   30022724
 DSO 2     3816,          ,          ,          ,          ,0.556     ,0.179     ,0.674     ,0.0222    ,   30023138
 DSO 1     3823,2.238     ,-0.99     ,2.98      ,0.0675    ,          ,          ,          ,          ,   30032724
 DSO 2     3817,          ,          ,          ,          ,0.317     ,-0.060    ,0.686     ,0.0179    ,   30033138
 DSO 1     3824,2.143     ,-0.99     ,0.40      ,0.0595    ,          ,          ,          ,          ,   30042724
 DSO 2     3818,          ,          ,          ,          ,0.516     ,0.179     ,0.733     ,0.0183    ,   30043138
 DSO 1     3825,2.000     ,2.58      ,3.37      ,0.1052    ,          ,          ,          ,          ,   30052724
 DSO 2     3819,          ,          ,          ,          ,-0.377    ,-0.595    ,0.424     ,0.0171    ,   30053138
 DSO 1     3826,2.222     ,2.18      ,2.38      ,0.0774    ,          ,          ,          ,          ,   30062724
 DSO 2     3820,          ,          ,          ,          ,0.000     ,-0.298    ,0.174     ,0.0155    ,   30063138
 DSO 1     3827,2.095     ,-1.98     ,3.97      ,0.0694    ,          ,          ,          ,          ,   30072724
 DSO 2     3821,          ,          ,          ,          ,0.179     ,-0.198    ,0.602     ,0.0123    ,   30073138
 DSO 1     3828,2.127     ,-0.99     ,3.37      ,0.0615    ,          ,          ,          ,          ,   30082724
 DSO 2     3822,          ,          ,          ,          ,-0.040    ,-0.198    ,0.340     ,0.0159    ,   30083138
 DSO 1     3829,2.079     ,0.20      ,3.37      ,0.0893    ,          ,          ,          ,          ,   30092724
 DSO 2     3823,          ,          ,          ,          ,0.417     ,0.060     ,0.531     ,0.0222    ,   30093138
 DSO 1     3830,2.000     ,0.79      ,2.58      ,0.0714    ,          ,          ,          ,          ,   30102724
 DSO 2     3824,          ,          ,          ,          ,0.397     ,-0.139    ,0.579     ,0.0222    ,   30103138
 DSO 1     3831,2.238     ,-1.39     ,-0.79     ,0.1171    ,          ,          ,          ,          ,   30112724
 DSO 2     3825,          ,          ,          ,          ,-0.040    ,0.040     ,0.710     ,0.0194    ,   30113138
 DSO 1     3832,2.095     ,-3.37     ,1.79      ,0.0615    ,          ,          ,          ,          ,   30122724
 DSO 2     3826,          ,          ,          ,          ,0.238     ,0.119     ,0.471     ,0.0190    ,   30123138
 DSO 1     3833,2.032     ,3.77      ,1.98      ,0.1290    ,          ,          ,          ,          ,   30132724
 DSO 2     3827,          ,          ,          ,          ,-0.060    ,0.298     ,0.626     ,0.0206    ,   30133138
 DSO 1     3834,2.222     ,0.20      ,2.98      ,0.0853    ,          ,          ,          ,          ,   30142724
 DSO 2     3828,          ,          ,          ,          ,-0.060    ,-0.139    ,0.400     ,0.0139    ,   30143138
 DSO 1     3835,2.111     ,-2.58     ,1.39      ,0.0476    ,          ,          ,          ,          ,   30152724
 DSO 2     3829,          ,          ,          ,          ,0.020     ,-0.317    ,0.460     ,0.0206    ,   30153138
 DSO 1     3836,2.032     ,-3.77     ,1.39      ,0.0476    ,          ,          ,          ,          ,   30162724
 DSO 2     3830,          ,          ,          ,          ,-0.159    ,-0.476    ,0.436     ,0.0210    ,   30163138
 DSO 1     3837,2.000     ,-0.99     ,-0.79     ,0.0655    ,          ,          ,          ,          ,   30172724
 DSO 2     3831,          ,          ,          ,          ,-0.099    ,-0.337    ,0.376     ,0.0163    ,   30173138
 DSO 1     3838,2.190     ,0.20      ,4.76      ,0.0595    ,          ,          ,          ,          ,   30182724
 DSO 2     3832,          ,          ,          ,          ,0.000     ,0.218     ,0.555     ,0.0171    ,   30183138
 DSO 1     3839,1.841     ,0.20      ,1.59      ,0.1012    ,          ,          ,          ,          ,   30192724
 DSO 2     3833,          ,          ,          ,          ,0.218     ,-0.218    ,0.840     ,0.0187    ,   30193138
 DSO 1     3840,2.349     ,0.60      ,0.20      ,0.0536    ,          ,          ,          ,          ,   30202724
 DSO 2     3834,          ,          ,          ,          ,-0.020    ,0.238     ,0.674     ,0.0210    ,   30203138
 DSO 1     3841,2.270     ,1.19      ,4.76      ,0.0734    ,          ,          ,          ,          ,   30212724
 DSO 2     3835,          ,          ,          ,          ,0.060     ,0.238     ,0.686     ,0.0234    ,   30213138
 DSO 1     3842,2.032     ,0.60      ,3.77      ,0.0813    ,          ,          ,          ,          ,   30222724
 DSO 2     3836,          ,          ,          ,          ,-0.238    ,-0.516    ,0.317     ,0.0202    ,   30223138
 DSO 1     3843,2.111     ,0.79      ,2.18      ,0.0813    ,          ,          ,          ,          ,   30232724
 DSO 2     3837,          ,          ,          ,          ,-0.020    ,-0.159    ,0.519     ,0.0131    ,   30233138
 DSO 1     3844,2.063     ,-2.58     ,4.37      ,0.0298    ,          ,          ,          ,          ,   30242724
 DSO 2     3838,          ,          ,          ,          ,-0.159    ,-0.298    ,0.364     ,0.0171    ,   30243138
 DSO 1     3845,1.952     ,-1.59     ,5.36      ,0.0317    ,          ,          ,          ,          ,   30252724
 DSO 2     3839,          ,          ,          ,          ,0.040     ,-0.456    ,0.352     ,0.0218    ,   30253138
 DSO 1     3846,2.143     ,-1.19     ,2.98      ,0.0655    ,          ,          ,          ,          ,   30262724
 DSO 2     3840,          ,          ,          ,          ,0.040     ,-0.159    ,0.674     ,0.0194    ,   30263138
 DSO 1     3847,2.143     ,-0.60     ,3.37      ,0.0218    ,          ,          ,          ,          ,   30272724
 DSO 2     3841,          ,          ,          ,          ,0.238     ,-0.079    ,0.602     ,0.0143    ,   30273138
 DSO 1     3848,2.143     ,1.19      ,1.79      ,0.0853    ,          ,          ,          ,          ,   30282724
 DSO 2     3842,          ,          ,          ,          ,0.298     ,0.099     ,0.579     ,0.0187    ,   30283138
 DSO 1     3849,1.984     ,1.39      ,4.37      ,0.0933    ,          ,          ,          ,          ,   30292724
 DSO 2     3843,          ,          ,          ,          ,0.417     ,0.159     ,0.579     ,0.0254    ,   30293138
 DSO 1     3850,2.429     ,3.17      ,5.75      ,0.0992    ,          ,          ,          ,          ,   30302724
 DSO 2     3844,          ,          ,          ,          ,-0.020    ,-0.417    ,0.436     ,0.0163    ,   30303138
 DSO 1     3851,2.159     ,1.98      ,2.78      ,0.0714    ,          ,          ,          ,          ,   30312724
 DSO 2     3845,          ,          ,          ,          ,-0.278    ,-0.218    ,0.329     ,0.0210    ,   30313138
 DSO 1     3852,2.143     ,-3.17     ,2.78      ,0.0456    ,          ,          ,          ,          ,   30322724
 DSO 2     3846,          ,          ,          ,          ,-0.060    ,-0.397    ,0.412     ,0.0206    ,   30323138
 DSO 1     3853,2.206     ,0.00      ,1.79      ,0.0377    ,          ,          ,          ,          ,   30332724
 DSO 2     3847,          ,          ,          ,          ,-0.198    ,-0.238    ,0.412     ,0.0155    ,   30333138
 DSO 1     3854,2.063     ,0.00      ,2.98      ,0.0556    ,          ,          ,          ,          ,   30342724
 DSO 2     3848,          ,          ,          ,          ,0.417     ,0.079     ,0.555     ,0.0274    ,   30343138
 DSO 1     3855,2.222     ,1.59      ,1.19      ,0.0595    ,          ,          ,          ,          ,   30352724
 DSO 2     3849,          ,          ,          ,          ,0.278     ,0.000     ,0.590     ,0.0167    ,   30353138
 DSO 1     3856,2.000     ,-1.19     ,2.38      ,0.0575    ,          ,          ,          ,          ,   30362724
 DSO 2     3850,          ,          ,          ,          ,0.079     ,0.198     ,0.495     ,0.0171    ,   30363138
 DSO 1     3857,2.365     ,-1.19     ,4.56      ,0.0972    ,          ,          ,          ,          ,   30372724
 DSO 2     3851,          ,          ,          ,          ,0.298     ,0.337     ,0.531     ,0.0234    ,   30373138
 DSO 1     3858,2.175     ,0.60      ,1.59      ,0.0813    ,          ,          ,          ,          ,   30382724
 DSO 2     3852,          ,          ,          ,          ,0.079     ,-0.377    ,0.340     ,0.0163    ,   30383138
 DSO 1     3859,2.127     ,2.58      ,3.77      ,0.0933    ,          ,          ,          ,          ,   30392724
 DSO 2     3853,          ,          ,          ,          ,0.040     ,-0.476    ,0.305     ,0.0171    ,   30393138
 DSO 1     3860,1.952     ,0.60      ,2.78      ,0.0516    ,          ,          ,          ,          ,   30402724
 DSO 2     3854,          ,          ,          ,          ,0.159     ,-0.198    ,0.519     ,0.0175    ,   30403138
 DSO 1     3861,1.905     ,-0.99     ,3.17      ,0.0655    ,          ,          ,          ,          ,   30412724
 DSO 2     3855,          ,          ,          ,          ,0.079     ,-0.139    ,0.436     ,0.0266    ,   30413138
 DSO 1     3862,1.921     ,1.39      ,4.56      ,0.0675    ,          ,          ,          ,          ,   30422724
 DSO 2     3856,          ,          ,          ,          ,0.218     ,-0.179    ,0.638     ,0.0183    ,   30423138
 DSO 1     3863,1.889     ,-1.98     ,1.98      ,0.0357    ,          ,          ,          ,          ,   30432724
 DSO 2     3857,          ,          ,          ,          ,0.119     ,0.417     ,0.519     ,0.0198    ,   30433138
 DSO 1     3864,2.127     ,-2.78     ,4.96      ,0.0873    ,          ,          ,          ,          ,   30442724
 DSO 2     3858,          ,          ,          ,          ,0.079     ,-0.099    ,0.483     ,0.0183    ,   30443138
 DSO 1     3865,2.063     ,4.17      ,1.59      ,0.0933    ,          ,          ,          ,          ,   30452724
 DSO 2     3859,          ,          ,          ,          ,0.278     ,0.040     ,0.602     ,0.0282    ,   30453138
 DSO 1     3866,2.333     ,0.40      ,4.17      ,0.1171    ,          ,          ,          ,          ,   30462724
 DSO 2     3860,          ,          ,          ,          ,0.278     ,0.000     ,0.579     ,0.0246    ,   30463138
 DSO 1     3867,2.206     ,0.99      ,1.59      ,0.0575    ,          ,          ,          ,          ,   30472724
 DSO 2     3861,          ,          ,          ,          ,-0.060    ,-0.456    ,0.436     ,0.0155    ,   30473138
 DSO 1     3868,2.175     ,0.60      ,1.98      ,0.0754    ,          ,          ,          ,          ,   30482724
 DSO 2     3862,          ,          ,          ,          ,-0.218    ,-0.377    ,0.388     ,0.0143    ,   30483138
 DSO 1     3869,1.905     ,0.79      ,4.96      ,0.0476    ,          ,          ,          ,          ,   30492724
 DSO 2     3863,          ,          ,          ,          ,0.060     ,-0.139    ,0.460     ,0.0214    ,   30493138
 DSO 1     3870,2.079     ,-0.79     ,2.18      ,0.0794    ,          ,          ,          ,          ,   30502724
 DSO 2     3864,          ,          ,          ,          ,0.139     ,-0.298    ,0.388     ,0.0107    ,   30503138
 DSO 1     3871,2.143     ,0.20      ,0.20      ,0.0694    ,          ,          ,          ,          ,   30512724
 DSO 2     3865,          ,          ,          ,          ,0.218     ,0.079     ,0.686     ,0.0155    ,   30513138
 DSO 1     3872,2.222     ,2.78      ,1.19      ,0.0754    ,          ,          ,          ,          ,   30522724
 DSO 2     3866,          ,          ,          ,          ,0.258     ,-0.020    ,0.460     ,0.0155    ,   30523138
 DSO 1     3873,2.333     ,2.58      ,0.60      ,0.0675    ,          ,          ,          ,          ,   30532724
 DSO 2     3867,          ,          ,          ,          ,0.119     ,0.139     ,0.531     ,0.0226    ,   30533138
 DSO 1     3874,2.254     ,3.77      ,0.40      ,0.0754    ,          ,          ,          ,          ,   30542724
 DSO 2     3868,          ,          ,          ,          ,0.218     ,-0.020    ,0.626     ,0.0175    ,   30543138
 DSO 1     3875,2.190     ,3.17      ,2.38      ,0.0675    ,          ,          ,          ,          ,   30552724
 DSO 2     3869,          ,          ,          ,          ,0.000     ,-0.258    ,0.531     ,0.0190    ,   30553138
 DSO 1     3876,2.302     ,-1.79     ,0.00      ,0.0575    ,          ,          ,          ,          ,   30562724
 DSO 2     3870,          ,          ,          ,          ,-0.099    ,-0.179    ,0.412     ,0.0155    ,   30563138
 DSO 1     3877,2.127     ,0.00      ,4.17      ,0.0734    ,          ,          ,          ,          ,   30572724
 DSO 2     3871,          ,          ,          ,          ,0.159     ,-0.179    ,0.233     ,0.0198    ,   30573138
 DSO 1     3878,2.206     ,-0.99     ,2.38      ,0.0734    ,          ,          ,          ,          ,   30582724
 DSO 2     3872,          ,          ,          ,          ,0.099     ,-0.278    ,0.460     ,0.0147    ,   30583138
 DSO 1     3879,1.921     ,0.99      ,2.38      ,0.0536    ,          ,          ,          ,          ,   30592724
 DSO 2     3873,          ,          ,          ,          ,0.496     ,0.278     ,0.638     ,0.0210    ,   30593138
 DSO 1     3880,2.143     ,-1.98     ,3.97      ,0.0437    ,          ,          ,          ,          ,   30602724
 DSO 2     3874,          ,          ,          ,          ,0.357     ,0.556     ,0.495     ,0.0179    ,   30603138
 DSO 1     3881,2.079     ,0.40      ,3.97      ,0.0635    ,          ,          ,          ,          ,   30612724
 DSO 2     3875,          ,          ,          ,          ,0.238     ,0.298     ,0.579     ,0.0250    ,   30613138
 DSO 1     3882,2.444     ,0.99      ,3.37      ,0.0754    ,          ,          ,          ,          ,   30622724
 DSO 2     3876,          ,          ,          ,          ,0.040     ,0.000     ,0.471     ,0.0250    ,   30623138
 DSO 1     3883,2.270     ,-0.99     ,2.98      ,0.0893    ,          ,          ,          ,          ,   30632724
 DSO 2     3877,          ,          ,          ,          ,0.000     ,-0.437    ,0.364     ,0.0155    ,   30633138
 DSO 1     3884,2.000     ,1.59      ,3.97      ,0.0813    ,          ,          ,          ,          ,   30642724
 DSO 2     3878,          ,          ,          ,          ,-0.298    ,-0.278    ,0.317     ,0.0163    ,   30643138
 DSO 1     3885,1.873     ,-2.98     ,5.95      ,0.0734    ,          ,          ,          ,          ,   30652724
 DSO 2     3879,          ,          ,          ,          ,-0.258    ,-0.159    ,0.460     ,0.0183    ,   30653138
 DSO 1     3886,1.841     ,-2.38     ,1.59      ,0.0694    ,          ,          ,          ,          ,   30662724
 DSO 2     3880,          ,          ,          ,          ,-0.099    ,-0.079    ,0.305     ,0.0171    ,   30663138
 DSO 1     3887,2.143     ,-1.79     ,-0.60     ,0.0794    ,          ,          ,          ,          ,   30672724
 DSO 2     3881,          ,          ,          ,          ,0.317     ,0.119     ,0.590     ,0.0210    ,   30673138
 DSO 1     3888,2.063     ,-0.20     ,4.17      ,0.0635    ,          ,          ,          ,          ,   30682724
 DSO 2     3882,          ,          ,          ,          ,0.218     ,-0.139    ,0.495     ,0.0226    ,   30683138
 DSO 1     3889,2.254     ,3.57      ,5.75      ,0.0734    ,          ,          ,          ,          ,   30692724
 DSO 2     3883,          ,          ,          ,          ,0.278     ,0.179     ,0.638     ,0.0246    ,   30693138
 DSO 1     3890,2.222     ,-0.60     ,2.78      ,0.1052    ,          ,          ,          ,          ,   30702724
 DSO 2     3884,          ,          ,          ,          ,0.079     ,0.298     ,0.638     ,0.0202    ,   30703138
 DSO 1     3891,2.317     ,2.78      ,4.17      ,0.0933    ,          ,          ,          ,          ,   30712724
 DSO 2     3885,          ,          ,          ,          ,-0.079    ,-0.556    ,0.400     ,0.0159    ,   30713138
 DSO 1     3892,2.222     ,2.58      ,0.79      ,0.0833    ,          ,          ,          ,          ,   30722724
 DSO 2     3886,          ,          ,          ,          ,0.040     ,-0.278    ,0.317     ,0.0163    ,   30723138
 DSO 1     3893,1.889     ,-0.20     ,4.17      ,0.0694    ,          ,          ,          ,          ,   30732724
 DSO 2     3887,          ,          ,          ,          ,-0.238    ,-0.536    ,0.340     ,0.0175    ,   30733138
 DSO 1     3894,2.238     ,-0.60     ,0.40      ,0.0675    ,          ,          ,          ,          ,   30742724
 DSO 2     3888,          ,          ,          ,          ,0.000     ,-0.139    ,0.400     ,0.0175    ,   30743138
 DSO 1     3895,2.286     ,0.99      ,2.98      ,0.0635    ,          ,          ,          ,          ,   30752724
 DSO 2     3889,          ,          ,          ,          ,0.238     ,0.218     ,0.531     ,0.0143    ,   30753138
 DSO 1     3896,2.238     ,1.79      ,0.20      ,0.0615    ,          ,          ,          ,          ,   30762724
 DSO 2     3890,          ,          ,          ,          ,0.298     ,0.179     ,0.626     ,0.0194    ,   30763138
 DSO 1     3897,2.270     ,-1.19     ,4.37      ,0.0913    ,          ,          ,          ,          ,   30772724
 DSO 2     3891,          ,          ,          ,          ,0.298     ,-0.060    ,0.531     ,0.0198    ,   30773138
 DSO 1     3898,2.365     ,0.00      ,1.79      ,0.0873    ,          ,          ,          ,          ,   30782724
